Transcript_ID_clean	metric	gene_id	gene_name	protein_coding_class	n	n_AC	n_TOL	n_AC_TPM_ge_1	n_TOL_TPM_ge_1	mean_AC	mean_TOL	median_AC	median_TOL	delta_AC_minus_TOL	cohen_d	welch_p_value	mannwhitney_p_value	estimate_adjusted_AC_minus_TOL	ci_low	ci_high	p_value	mean_TPM_AC	mean_TPM_TOL	mean_log2TPM_AC	mean_log2TPM_TOL	KDmax	n_protein_rows_max_per_sample	FDR	direction	abs_effect	minus_log10_p	minus_log10_FDR
ENST00000375898	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000139826.6	ABHD13	Amyloidogenic	8	4	4	4	4	0.00010755292902236032	6.454768045429849e-05	9.278674138114979e-05	6.468044669139638e-05	4.300524856806183e-05	1.2437438671241372	0.16926241461155128	0.11428571428571428	4.3005248568061844e-05	-1.2328866826712698e-05	9.833936396283639e-05	0.12769143888834475	9.250995	3.10656	3.047485368623082	1.985032638600762	4.1	2	0.9447095256118573	higher_in_AC	1.2437438671241372	0.8938382191671778	0.02470170558185889
ENST00000448752	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000138398.17	PPIG	Amyloidogenic	8	4	4	4	4	0.00011418147806002715	9.13310482438981e-05	0.00012334436798697081	9.228524689536117e-05	2.2850429816129045e-05	1.2380258141307274	0.1708829215500373	0.34285714285714286	2.2850429816129045e-05	-6.686621313136953e-06	5.238748094539504e-05	0.12945216422750386	62.086149999999996	34.50265	5.8703346336015425	5.011858389397437	2.28571428571429	2	0.9447095256118573	higher_in_AC	1.2380258141307274	0.8878906844781971	0.02470170558185889
ENST00000251810	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000048392.13	RRM2B	Amyloidogenic	7	3	4	3	4	8.71944914406772e-05	5.711938002112991e-05	7.68617025162467e-05	5.7277398097713785e-05	3.0075111419547287e-05	1.1883108499327624	0.2567482877634935	0.11428571428571428	3.0075111419547284e-05	-1.8527427351713903e-05	7.867765019080847e-05	0.22519861452354695	11.327096666666668	4.8979675	3.4440001454237783	2.4483667373717015	2.97142857142857	2	0.9447095256118573	higher_in_AC	1.1883108499327624	0.6474342856973756	0.02470170558185889
ENST00000399262	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000171988.20	JMJD1C	Amyloidogenic	6	3	3	3	3	8.622172133203704e-05	6.196663227885049e-05	9.865604455084084e-05	6.339949232046741e-05	2.4255089053186555e-05	1.182903748583691	0.27797102520219746	0.7	2.4255089053186535e-05	-1.593338870164065e-05	6.444356680801371e-05	0.23684729585179376	12.415759999999999	6.506446666666666	3.6448707571052954	2.819260092943166	2.8	2	0.9447095256118573	higher_in_AC	1.182903748583691	0.6255315693626591	0.02470170558185889
ENST00000275364	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000146535.15	GNA12	Amyloidogenic	8	4	4	4	4	8.758449905776157e-05	0.00010498417333498873	8.856343358147639e-05	0.00010194961320018435	-1.7399674277227166e-05	-1.1701040188847989	0.17865410841673549	0.2	-1.7399674277227166e-05	-4.119650431801099e-05	6.397155763556655e-06	0.15183529172764093	9.16713	14.97285	3.2438492411182116	3.969842668671746	3.25714285714286	3	0.9447095256118573	higher_in_TOL	1.1701040188847989	0.8186272717793209	0.02470170558185889
ENST00000691720	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000149483.13	TMEM138	Amyloidogenic	6	3	3	3	3	0.00011003558813019227	9.382568372406305e-05	0.00010795500435029247	9.805586345754065e-05	1.6209904406129218e-05	1.1690330141094118	0.2270157113176337	0.4	1.6209904406129198e-05	-1.0967111508219408e-05	4.338692032047781e-05	0.24239033031010482	11.86127	8.291580000000002	3.5514421974158004	3.1317794663967793	3.78571428571429	2	0.9447095256118573	higher_in_AC	1.1690330141094118	0.6154847094922504	0.02470170558185889
ENST00000542921	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000171988.20	JMJD1C	Amyloidogenic	6	3	3	3	3	0.00012579896877910492	0.0001141079675864161	0.00012554991134708582	0.00011707547452259944	1.1691001192688818e-05	1.1472942301769884	0.25584661659951724	0.4	1.1691001192688804e-05	-8.281156496407268e-06	3.1663158881784877e-05	0.25126003784721507	56.97926666666667	46.07856666666667	5.554862254740297	5.233968639486531	2.8	2	0.9447095256118573	higher_in_AC	1.1472942301769884	0.5998765791452824	0.02470170558185889
ENST00000332238	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000182854.8	OR4F15	Amyloidogenic	6	3	3	3	3	5.98559423603345e-05	4.489301669517498e-05	6.052844162804414e-05	3.786683085524663e-05	1.4962925665159524e-05	1.1464835252454162	0.28598376562154726	0.7	1.4962925665159526e-05	-1.0616853512901512e-05	4.0542704843220565e-05	0.2515951401149844	3.8811033333333333	2.678176666666667	2.275094089554175	1.8047589387329885	3.28571428571429	2	0.9447095256118573	higher_in_AC	1.1464835252454162	0.5992977521044694	0.02470170558185889
ENST00000563694	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000170037.14	CNTROB	Amyloidogenic	6	3	3	3	3	3.0315872999687684e-05	3.934582072085825e-05	2.850386242461837e-05	4.119866322652234e-05	-9.029947721170565e-06	-1.1320100475835018	0.2474133415645572	0.2	-9.02994772117057e-06	-2.4664413469557257e-05	6.604518027216116e-06	0.25763021024428867	1.77046	2.4608666666666665	1.4039233588541797	1.7179070895935087	2.77142857142857	2	0.9447095256118573	higher_in_TOL	1.1320100475835018	0.5890032120687702	0.02470170558185889
ENST00000224337	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000095585.18	BLNK	Amyloidogenic	6	3	3	3	3	4.7970556880254214e-05	3.2993274275791295e-05	4.4696934023621006e-05	3.736032414773623e-05	1.4977282604462918e-05	1.1300672713876263	0.2533825914707062	0.4	1.4977282604462907e-05	-1.0998989104548029e-05	4.0953554313473844e-05	0.2584478793385864	4.966383333333333	2.7472499999999997	2.525069616234225	1.8322436145043948	2.25714285714286	2	0.9447095256118573	higher_in_AC	1.1300672713876263	0.5876270270301593	0.02470170558185889
ENST00000380494	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000113163.19	CERT1	Amyloidogenic	7	3	4	3	4	8.079708721914826e-05	5.53504996651534e-05	8.235479386259017e-05	6.087131989610972e-05	2.5446587553994864e-05	1.127495839552808	0.19561496640075174	0.22857142857142856	2.544658755399486e-05	-1.4115777259272162e-05	6.500895236726189e-05	0.20743406526386243	11.704706666666667	7.3119724999999995	3.6408947589933067	2.6181958411654067	2.62857142857143	2	0.9447095256118573	higher_in_AC	1.127495839552808	0.6831199213256027	0.02470170558185889
ENST00000246071	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000125870.11	SNRPB2	Amyloidogenic	8	4	4	4	4	0.00012178269094045498	9.981032462168978e-05	0.0001273165843241149	9.703318455155273e-05	2.1972366318765197e-05	1.0886834999126704	0.17909428978026837	0.2	2.1972366318765237e-05	-1.0325784008480973e-05	5.427051664601145e-05	0.1824138455548333	37.216924999999996	24.643250000000002	5.234529704665681	4.531984993715002	2.74285714285714	2	0.9447095256118573	higher_in_AC	1.0886834999126704	0.7389422009864602	0.02470170558185889
ENST00000518237	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000131203.13	IDO1	Amyloidogenic	7	3	4	3	4	6.186856202266418e-05	8.154884367737186e-05	5.7986932430153085e-05	7.984160384282731e-05	-1.9680281654707682e-05	-1.0457796870350256	0.29881666320054096	0.4	-1.9680281654707672e-05	-5.566887901568222e-05	1.6308315706266878e-05	0.28380906673778694	4.80038	10.7148975	2.3913131261726654	3.329326120348968	3.11428571428571	2	0.9447095256118573	higher_in_TOL	1.0457796870350256	0.5469737344201515	0.02470170558185889
ENST00000647377	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000065413.20	ANKRD44	Amyloidogenic	9	4	5	4	5	0.00014858299984312222	0.00010377086671116955	0.0001514948187061283	0.00012689460538520294	4.4812133131952664e-05	1.037468664779	0.16861873024798493	0.1111111111111111	4.4812133131952664e-05	-1.5695226915939114e-05	0.00010531949317984444	0.14662351193927786	50.784375	37.235499999999995	5.640881056097973	5.152124185693894	3.14285714285714	3	0.9447095256118573	higher_in_AC	1.037468664779	0.8337963824456538	0.02470170558185889
ENST00000326840	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000057019.16	DCBLD2	Amyloidogenic	6	3	3	3	3	8.186436414567734e-05	5.205018331729623e-05	6.124405351074412e-05	5.6316954163377616e-05	2.9814180828381114e-05	1.028012249301179	0.3260383694835801	0.4	2.9814180828381118e-05	-2.702825533122129e-05	8.665661698798352e-05	0.30394406572157073	5.473733333333333	2.5004233333333334	2.490389649152192	1.7990112949047872	3.87142857142857	2	0.9447095256118573	higher_in_AC	1.028012249301179	0.5172063314686663	0.02470170558185889
ENST00000616435	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000050130.18	JKAMP	Amyloidogenic	8	4	4	4	4	9.430243010203184e-05	6.233092015337389e-05	8.987198547627721e-05	6.073102381404787e-05	3.197150994865795e-05	1.0161096832884458	0.2406251535207676	0.4857142857142857	3.197150994865796e-05	-1.838145159596351e-05	8.232447149327944e-05	0.21332474944270075	11.913937500000001	4.46012	3.249401360549854	2.3369423514797214	3.4	2	0.9447095256118573	higher_in_AC	1.0161096832884458	0.6709587557889196	0.02470170558185889
ENST00000395148	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000003402.21	CFLAR	Amyloidogenic	8	4	4	4	4	6.477887393856752e-05	4.94013530622678e-05	6.685733472508272e-05	4.812482263473761e-05	1.537752087629972e-05	0.9925540143666263	0.21002402641881165	0.2	1.537752087629972e-05	-9.41579631679871e-06	4.0170838069398144e-05	0.22412763904731614	8.124690000000001	5.067724999999999	2.9978073342916614	2.401955056139772	2.62857142857143	2	0.9447095256118573	higher_in_AC	0.9925540143666263	0.6495045836899317	0.02470170558185889
ENST00000451320	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000164144.16	ARFIP1	Amyloidogenic	7	3	4	3	4	7.559162728240693e-05	5.87935568663845e-05	8.428398279870671e-05	5.755495217421533e-05	1.679807041602243e-05	0.9905253990386009	0.3452575068731208	0.6285714285714286	1.6798070416022437e-05	-1.6341343598331033e-05	4.9937484430375906e-05	0.320472153295999	19.74011333333333	11.1411625	4.269121446210361	3.521561007647607	2.1	2	0.9447095256118573	higher_in_AC	0.9905253990386009	0.4942097015439085	0.02470170558185889
ENST00000571362	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000040633.13	PHF23	Amyloidogenic	8	4	4	4	4	0.00010541851693452009	9.343216645576991e-05	0.00010371642936254618	9.03133956122515e-05	1.1986350478750178e-05	0.9633205049163338	0.22232903965448772	0.11428571428571428	1.1986350478750192e-05	-7.92582124970851e-06	3.18985222072089e-05	0.23807107812179285	38.616675	31.403760000000002	5.175812041723024	4.821394238482949	2.44285714285714	2	0.9447095256118573	higher_in_AC	0.9633205049163338	0.6232933613151487	0.02470170558185889
ENST00000273853	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000145241.11	CENPC	Amyloidogenic	8	4	4	4	4	5.659200621636559e-05	4.971109227239121e-05	5.565153247058978e-05	4.920785470623216e-05	6.880913943974377e-06	0.9562876262298708	0.2256227086593112	0.2	6.880913943974387e-06	-4.633982896515808e-06	1.839581078446458e-05	0.24151503341892022	4.68479	4.0542525	2.4717073250012387	2.280195637939877	2.74285714285714	2	0.9447095256118573	higher_in_AC	0.9562876262298708	0.6170558308434171	0.02470170558185889
ENST00000371361	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000173145.11	NOC3L	Amyloidogenic	6	3	3	3	3	0.00010136329680050354	7.416420181819004e-05	0.00011254387730813415	7.841770266697813e-05	2.71990949823135e-05	0.9538395782559321	0.3397961788180234	0.4	2.71990949823135e-05	-2.8690016554547817e-05	8.308820651917482e-05	0.3401648519761491	11.095476666666665	5.88607	3.4663809275458335	2.7066620833042454	3.44285714285714	2	0.9447095256118573	higher_in_AC	0.9538395782559321	0.46831056250886754	0.02470170558185889
ENST00000641895	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000204695.4	OR14J1	Amyloidogenic	8	4	4	4	4	0.00013334915352224605	0.00011871560596697594	0.00013287015566870047	0.00011385063428272147	1.4633547555270107e-05	0.9473389765991309	0.22987515029702957	0.2	1.4633547555270134e-05	-1.0086350693050766e-05	3.935344580359104e-05	0.24594762410827609	24.12245	18.626465	4.513617047253879	4.176409682405351	3.55714285714286	2	0.9447095256118573	higher_in_AC	0.9473389765991309	0.6091573684356079	0.02470170558185889
ENST00000568065	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000169180.12	XPO6	Amyloidogenic	8	4	4	4	4	0.00015520605808722168	0.00013738319564766743	0.00015717760399911075	0.00013370677402407016	1.7822862439554254e-05	0.9445759245590474	0.23556533363657006	0.34285714285714286	1.7822862439554268e-05	-1.2372694517950183e-05	4.801841939705872e-05	0.24732771674003784	85.3091	74.16329999999999	6.336041237980879	5.8878642733541255	2.92857142857143	2	0.9447095256118573	higher_in_AC	0.9445759245590474	0.6067272117715186	0.02470170558185889
ENST00000252744	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000130449.6	ZSWIM6	Amyloidogenic	8	4	4	4	4	0.00012864561560656013	0.00011581403459893008	0.00012857644511508318	0.00011559966433896547	1.2831581007630041e-05	0.936851215246543	0.23553611034834152	0.34285714285714286	1.2831581007630075e-05	-9.086978411796505e-06	3.475014042705665e-05	0.2512148039955041	33.79675	26.599375	5.033359281638742	4.719556852106041	3.05714285714286	3	0.9447095256118573	higher_in_AC	0.936851215246543	0.5999547713675012	0.02470170558185889
ENST00000281741	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000087301.10	TXNDC16	Amyloidogenic	7	3	4	3	4	5.428545147283925e-05	6.213809889566147e-05	5.244861181532369e-05	6.712961577368554e-05	-7.85264742282222e-06	-0.9316553214338761	0.2674911661431494	0.4	-7.85264742282222e-06	-2.1676110145198704e-05	5.970815299554264e-06	0.26554093775650167	3.190653333333333	4.099685	2.050351694816245	2.319675811719045	3.31428571428571	2	0.9447095256118573	higher_in_TOL	0.9316553214338761	0.5758685153689325	0.02470170558185889
ENST00000504110	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000164096.13	C4orf3	Amyloidogenic	7	3	4	3	4	0.00019913056668785783	0.00017068158682603384	0.0002068151391759264	0.00017140389807014439	2.8448979861823986e-05	0.9281237872265491	0.33791108455310864	0.4	2.8448979861823986e-05	-2.977842515340878e-05	8.667638487705676e-05	0.33826092220250714	84.17606666666667	52.975125000000006	6.404334872954986	5.675716260665844	3.74285714285714	2	0.9447095256118573	higher_in_AC	0.9281237872265491	0.4707481714466826	0.02470170558185889
ENST00000308742	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000175548.9	ALG10B	Amyloidogenic	7	4	3	4	3	6.601292718881195e-05	5.705555591515234e-05	6.078542676383256e-05	5.6019739668126024e-05	8.957371273659612e-06	0.9264053835982281	0.27828559989418483	0.22857142857142856	8.957371273659642e-06	-6.599167559623941e-06	2.4513910106943225e-05	0.2590933240976606	3.4649975	2.827666666666667	2.0844947079207574	1.9018414021293497	3.82857142857143	2	0.9447095256118573	higher_in_AC	0.9264053835982281	0.5865437770755405	0.02470170558185889
ENST00000296140	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000163823.4	CCR1	Amyloidogenic	7	3	4	3	4	0.00023257368881146305	0.0001961294222244228	0.00023366287522233334	0.00020899391482171524	3.644426658704026e-05	0.9091434041290803	0.31932138977385366	0.4	3.644426658704023e-05	-3.767439673587275e-05	0.00011056292990995322	0.33518759823361133	126.27303333333334	93.19115000000002	6.836753060123165	6.033584366138569	4.07142857142857	2	0.9447095256118573	higher_in_AC	0.9091434041290803	0.4747120584139185	0.02470170558185889
ENST00000440180	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000003402.21	CFLAR	Amyloidogenic	7	3	4	3	4	4.5472365657302954e-05	4.995382679644369e-05	4.5345544154175035e-05	4.928799700663085e-05	-4.4814611391407345e-06	-0.9021513551979744	0.3396591791370965	0.4	-4.481461139140738e-06	-1.3830979904223256e-05	4.86805762594178e-06	0.34749442611072634	3.7896200000000007	4.8120025	2.2559550374280257	2.5054281130126075	2.5	2	0.9447095256118573	higher_in_TOL	0.9021513551979744	0.45905215719981995	0.02470170558185889
ENST00000297591	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000164944.12	VIRMA	Amyloidogenic	7	3	4	3	4	0.00010132979409482217	0.00012141908826877071	8.806927007666646e-05	0.00011642873120620023	-2.0089294173948537e-05	-0.8962375486859578	0.32704771580496683	0.4	-2.0089294173948547e-05	-6.161616976055343e-05	2.1437581412656343e-05	0.3430459147210032	7.2783766666666665	13.3047275	2.9377224082919713	3.675936633078756	4.17142857142857	2	0.9447095256118573	higher_in_TOL	0.8962375486859578	0.46464774825038097	0.02470170558185889
ENST00000202677	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000188559.16	RALGAPA2	Amyloidogenic	6	3	3	3	3	8.007253916763654e-05	7.177587078222893e-05	8.039456988876555e-05	7.245059807685348e-05	8.296668385407611e-06	0.8928545420395834	0.38472822933852246	0.7	8.296668385407598e-06	-9.91589644057733e-06	2.6509233211392526e-05	0.37193507346494836	6.902153333333334	6.492079999999999	2.9666840752638186	2.894657137580683	3.34285714285714	2	0.9447095256118573	higher_in_AC	0.8928545420395834	0.42953286575485594	0.02470170558185889
ENST00000040738	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000038219.13	BOD1L1	Amyloidogenic	7	3	4	3	4	8.675507684441693e-05	7.392785848869302e-05	7.804093762540099e-05	7.87517071870695e-05	1.2827218355723915e-05	0.8688090415715297	0.3386268075534384	0.8571428571428571	1.2827218355723908e-05	-1.448457578828147e-05	4.013901249972928e-05	0.35730427541621057	13.846196666666666	8.9592075	3.786502862145548	3.224321906978822	2.85714285714285	2	0.9447095256118573	higher_in_AC	0.8688090415715297	0.4469617871041397	0.02470170558185889
ENST00000216373	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000100485.12	SOS2	Amyloidogenic	8	4	4	4	4	8.495290637224559e-05	6.994115577370887e-05	8.073658553667425e-05	7.865805100142989e-05	1.5011750598536717e-05	0.8658528674744296	0.2676738186242133	0.34285714285714286	1.5011750598536727e-05	-1.2733567125503753e-05	4.275706832257721e-05	0.2889404444048267	10.147755	8.70162	3.3820582304959728	3.0197798197686123	3.0	2	0.9447095256118573	higher_in_AC	0.8658528674744296	0.5391916635816646	0.02470170558185889
ENST00000373078	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000171169.9	NAIF1	Amyloidogenic	8	4	4	4	4	6.439988715579898e-05	7.512437606736314e-05	6.463082659455133e-05	7.331477669696259e-05	-1.0724488911564162e-05	-0.8649047220613184	0.27478223981546546	0.34285714285714286	-1.0724488911564145e-05	-3.0567647248420103e-05	9.118669425291814e-06	0.28946881015067216	6.936540000000001	10.443950000000001	2.8535825151929837	3.4446870186924308	2.72857142857143	2	0.9447095256118573	higher_in_TOL	0.8649047220613184	0.5383982240235455	0.02470170558185889
ENST00000261597	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000080986.13	NDC80	Amyloidogenic	7	3	4	3	4	6.149809940611837e-05	5.229279692290032e-05	6.0836266800832503e-05	5.3493348637164044e-05	9.205302483218056e-06	0.8488694636888577	0.3038869780282132	0.6285714285714286	9.205302483218053e-06	-8.713073228596882e-06	2.7123678195032988e-05	0.3139815223035317	5.893813333333333	5.181905	2.767867129752535	2.4226855014224347	2.77142857142857	2	0.9447095256118573	higher_in_AC	0.8488694636888577	0.5030959092444187	0.02470170558185889
ENST00000514350	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000145703.17	IQGAP2	Amyloidogenic	7	3	4	3	4	0.00011864893208144263	0.00010314096273825272	0.00011816313296444124	0.00010061996511531501	1.5507969343189917e-05	0.8428699450717261	0.3069415285206685	0.4	1.550796934318993e-05	-1.4883517384305462e-05	4.589945607068532e-05	0.3172535898287123	46.140366666666665	40.077349999999996	5.461864936081144	4.928883012400428	2.62857142857143	3	0.9447095256118573	higher_in_AC	0.8428699450717261	0.4985934550205542	0.02470170558185889
ENST00000370280	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000117500.13	TMED5	Amyloidogenic	6	3	3	3	3	0.00011253182002231299	0.00025995515282117084	0.0001247074880837659	0.00012766377694100445	-0.00014742333279885785	-0.8397280369127536	0.4096312437591172	0.7	-0.0001474233327988579	-0.0004915161938981768	0.000196669528300461	0.40106089027459335	18.022433333333336	26.026243333333337	4.195318645069542	4.279893576552477	3.28571428571429	2	0.9447095256118573	higher_in_TOL	0.8397280369127536	0.39678968647525814	0.02470170558185889
ENST00000402030	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000128604.21	IRF5	Amyloidogenic	7	3	4	3	4	5.379844403503495e-05	6.90521623804166e-05	6.177145352355874e-05	6.949866523338005e-05	-1.5253718345381644e-05	-0.8357117003419705	0.3998732857682254	0.6285714285714286	-1.525371834538164e-05	-5.0581285152721174e-05	2.0073848461957897e-05	0.3974008983036089	5.876746666666667	11.4677775	2.6247037176792616	3.605238497354759	2.38571428571429	2	0.9447095256118573	higher_in_TOL	0.8357117003419705	0.40077115552550036	0.02470170558185889
ENST00000651721	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000065150.21	IPO5	Amyloidogenic	7	3	4	3	4	4.7550937912765936e-05	3.9115085015444074e-05	4.883904082758693e-05	3.7303654202124986e-05	8.435852897321863e-06	0.8328769416253191	0.33567890182413906	0.4	8.435852897321858e-06	-9.816470979395922e-06	2.668817677403964e-05	0.36501234387647596	3.1349366666666665	2.3642325	2.0288125424021177	1.7117709539519579	2.82857142857143	2	0.9447095256118573	higher_in_AC	0.8328769416253191	0.43769244845642524	0.02470170558185889
ENST00000395090	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000139970.18	RTN1	Amyloidogenic	8	4	4	4	4	9.677363058377391e-05	0.0001167631287794886	9.395999181425728e-05	0.0001174725546039438	-1.998949819571469e-05	-0.8290461695284745	0.29303447284740086	0.34285714285714286	-1.998949819571467e-05	-5.857513183092075e-05	1.8596135439491412e-05	0.30992946686328826	12.4227675	18.95265	3.4763956722847573	4.296553085635651	3.35714285714286	2	0.9447095256118573	higher_in_TOL	0.8290461695284745	0.5087371308025119	0.02470170558185889
ENST00000261574	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000065150.21	IPO5	Amyloidogenic	7	3	4	3	4	5.318330796191025e-05	4.397991633647061e-05	5.475036467599462e-05	4.2726448364773054e-05	9.203391625439637e-06	0.824875381134453	0.34467629457549726	0.4	9.203391625439634e-06	-1.1039604371488359e-05	2.9446387622367627e-05	0.37288129155656724	3.8991933333333333	2.8894075	2.268037036681786	1.9213875800716471	2.82857142857143	2	0.9447095256118573	higher_in_AC	0.824875381134453	0.428429405798173	0.02470170558185889
ENST00000642047	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000170683.7	OR10A3	Amyloidogenic	6	3	3	3	3	5.706555828175109e-05	4.657674229916001e-05	5.119628484070529e-05	4.8653665523590905e-05	1.0488815982591085e-05	0.821816017235798	0.3903704571016648	0.7	1.0488815982591078e-05	-1.4526152252626643e-05	3.55037842178088e-05	0.41118161629976	4.52572	2.7189533333333333	2.218104074610989	1.8768722535453175	3.32857142857143	2	0.9447095256118573	higher_in_AC	0.821816017235798	0.38596631064227305	0.02470170558185889
ENST00000645377	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000185825.17	BCAP31	Amyloidogenic	8	4	4	4	4	0.00015779993467552518	0.00012943587038725	0.0001589200610441083	0.00012840575195016815	2.8364064288275185e-05	0.8198769595675788	0.3144183934133854	0.4857142857142857	2.8364064288275185e-05	-2.699927035252823e-05	8.37273989290786e-05	0.315311088663768	23.124025	15.718935	4.425313217116381	3.9051047033448287	4.17142857142857	2	0.9447095256118573	higher_in_AC	0.8198769595675788	0.5012607559859787	0.02470170558185889
ENST00000370323	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000124260.12	MAGEA10	Amyloidogenic	7	4	3	4	3	6.877497429645955e-05	7.76325561882888e-05	6.789733867756587e-05	7.893984230151125e-05	-8.85758189182925e-06	-0.8163177040117083	0.353095056365947	0.4	-8.857581891829238e-06	-2.8647359102299727e-05	1.0932195318641253e-05	0.38035197654772057	4.1871075	6.8595266666666666	2.348839515765786	2.9657702255156	3.5	2	0.9447095256118573	higher_in_TOL	0.8163177040117083	0.4198143225362451	0.02470170558185889
ENST00000261875	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000074696.13	HACD3	Amyloidogenic	6	3	3	3	3	7.427170122275061e-05	8.262697561917375e-05	8.002151984571334e-05	8.318384869305682e-05	-8.355274396423142e-06	-0.8114867660688815	0.376702649828667	0.4	-8.355274396423149e-06	-2.8535562705091565e-05	1.1825013912245267e-05	0.41708618972988	4.681146666666667	6.416856666666667	2.5056877618618842	2.774952139693852	3.67142857142857	1	0.9447095256118573	higher_in_TOL	0.8114867660688815	0.3797741899753191	0.02470170558185889
ENST00000325602	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000181631.7	P2RY13	Amyloidogenic	7	3	4	3	4	0.00019802529830623781	0.0001682988385714321	0.00019422588668569445	0.00015855821807213814	2.972645973480572e-05	0.8099600886592246	0.39831805463981484	0.8571428571428571	2.9726459734805695e-05	-4.0369317815788084e-05	9.982223728539947e-05	0.40586726099327586	91.0605	63.712875000000004	6.430275511928621	5.781951294288872	3.65714285714286	2	0.9447095256118573	higher_in_AC	0.8099600886592246	0.3916159793390473	0.02470170558185889
ENST00000680827	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000127022.16	CANX	Amyloidogenic	7	3	4	3	4	0.0001581539025696869	0.0001393032244659411	0.0001593072385107675	0.00014029216034610407	1.8850678103745787e-05	0.8069227347478712	0.3734427739914921	0.6285714285714286	1.8850678103745804e-05	-2.4553471701535542e-05	6.225482790902715e-05	0.3946449825081092	32.93443333333334	30.4586075	5.072410409571476	4.736808166344165	3.72857142857143	2	0.9447095256118573	higher_in_AC	0.8069227347478712	0.4037934144166885	0.02470170558185889
ENST00000315596	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000083642.19	PDS5B	Amyloidogenic	7	3	4	3	4	7.214507953346676e-05	5.8513463739580184e-05	7.775209214492279e-05	6.08388223059203e-05	1.3631615793886578e-05	0.8025029145272217	0.4136989301426606	0.6285714285714286	1.3631615793886588e-05	-1.9178973659848e-05	4.644220524762117e-05	0.41547637370421575	5.106396666666667	4.306695	2.496583302350014	2.319235971804719	3.2	2	0.9447095256118573	higher_in_AC	0.8025029145272217	0.3814536675757152	0.02470170558185889
ENST00000253329	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000131013.4	PPIL4	Amyloidogenic	7	3	4	3	4	0.00010000431149337818	7.979393633904849e-05	0.00011778438034580866	7.907229219034445e-05	2.021037515432969e-05	0.8004979983435196	0.3953919792758243	0.4	2.0210375154329695e-05	-2.7640613700017782e-05	6.806136400867718e-05	0.4077771596102445	29.660933333333332	19.673657499999997	4.77219162535295	4.084283184486605	2.48571428571428	2	0.9447095256118573	higher_in_AC	0.8004979983435196	0.3895771035530581	0.02470170558185889
ENST00000697961	kdmax_weighted_fraction_contribution_log2TPM	ENSG00000100906.12	NFKBIA	Amyloidogenic	8	4	4	4	4	8.060748364205919e-05	6.169346972235634e-05	8.337251304768416e-05	6.02483302324072e-05	1.891401391970285e-05	0.7882370910735239	0.32720293010515117	0.4857142857142857	1.891401391970285e-05	-1.94858158194174e-05	5.73138436588231e-05	0.3343498413844769	15.677025	8.0794625	3.7345338434413815	3.021816766045226	2.57142857142857	2	0.9447095256118573	higher_in_AC	0.7882370910735239	0.4757988784932803	0.02470170558185889
