sample	Transcript_ID_clean	gene_id	gene_name	TPM	Amyloid_Index_max	strict_burden	strict_burden_rank_desc	Consensus_collapsed	n_protein_variants	Group	raw_Group	subject	time	batch
SRR32060306	ENST00000514642	ENSG00000186409.19	CCDC30	3.5857601165771484	-0.05697914382004954	-0.20431354138664695	415.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000514744	ENSG00000147145.14	LPAR4	32.55110168457031	-0.13961642618615352	-4.544668485621789	782.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000514816	ENSG00000172239.14	PAIP1	1.336549997329712	-2.172407869283335	-2.9035317318896863	712.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000514989	ENSG00000109743.12	BST1	8.889389991760254	-0.011739706569242392	-0.10435883008282543	397.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000515208	ENSG00000112992.18	NNT	4.103990077972412	0.41371708150973124	1.6978907976036408	202.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000515280	ENSG00000082269.17	FAM135A	1.993149995803833	0.08641079353415744	0.17222967277001178	345.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000515290	ENSG00000112200.17	ZNF451	7.939929962158203	-0.9611489602297331	-7.63145542742526	877.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000515665	ENSG00000168685.15	IL7R	13.776700019836426	-0.9312941938495569	-12.830160738880739	951.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000515742	ENSG00000124795.17	DEK	4.651309967041016	-1.0501835516516063	-4.88472922101965	800.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000515828	ENSG00000172932.16	ANKRD13D	4.1981000900268555	-1.2837613984557767	-5.389358842430198	818.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000517461	ENSG00000104331.9	BPNT2	13.882100105285645	-0.6808270158934595	-9.451308789015906	912.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000517856	ENSG00000198363.18	ASPH	1.2661999464035034	0.47073881516072646	0.5960494625265605	283.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000518148	ENSG00000135722.9	FBXL8	10.180100440979004	0.3217419576046333	3.2753654444923757	138.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000518219	ENSG00000161010.16	MRNIP	10.405799865722656	-0.6518460344125979	-6.782979377362458	854.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000518502	ENSG00000040341.18	STAU2	70.03589630126953	-0.5847239555407968	-40.95166631512338	1030.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000518564	ENSG00000104695.13	PPP2CB	20.38450050354004	-1.263205846294924	-25.7498202098736	1007.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000518592	ENSG00000177182.11	CLVS1	1.617799997329712	-0.7784658197711415	-1.2594020011470246	583.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000519472	ENSG00000120885.22	CLU	143.9409942626953	0.8550254115920843	123.0732078644349	7.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000519744	ENSG00000120963.12	ZNF706	78.86260223388672	-1.7030127002082138	-134.30401317577773	1068.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000519807	ENSG00000008988.11	RPS20	21.2810001373291	-0.521626719941778	-11.100738298715507	930.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000519913	ENSG00000146007.11	ZMAT2	1.6650199890136719	-0.2862186131029834	-0.47655971204423786	463.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000519977	ENSG00000184428.13	TOP1MT	5.563360214233398	-0.6327721109539391	-3.5203391867576266	740.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000520261	ENSG00000074706.14	IPCEF1	1.1233700513839722	-1.3150375137719958	-1.477273759417898	608.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000520342	ENSG00000153317.15	ASAP1	620.9509887695312	-0.4936311323436694	-306.52073971622485	1075.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000520491	ENSG00000120885.22	CLU	11.033100128173828	0.5374303404247968	5.929522757825329	95.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000520670	ENSG00000104613.12	INTS10	10.395400047302246	-0.33718623021797905	-3.5051857535576456	739.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000520981	ENSG00000131773.15	KHDRBS3	1.8151600360870361	-1.0938708978486171	-1.9855507384134545	654.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000521094	ENSG00000146006.8	LRRTM2	1.8601200580596924	-0.44965417759061055	-0.8364107549266298	516.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000521209	ENSG00000175806.15	MSRA	9.664629936218262	-0.06009288678297988	-0.580775512556562	478.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000521686	ENSG00000175806.15	MSRA	8.29323959350586	-0.7693370436740106	-6.380296431348051	846.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000521741	ENSG00000197140.15	ADAM32	2.515010118484497	-0.45454643828728647	-1.1431888916136146	571.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000521933	ENSG00000147649.10	MTDH	301.60101318359375	-1.07292496791668	-323.59525739364545	1076.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000522147	ENSG00000104365.16	IKBKB	16.81719970703125	-0.28733262763844347	-4.832130181341751	798.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000522206	ENSG00000104490.18	NCALD	4.95665979385376	-1.106653373841324	-5.485304283851905	825.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000522352	ENSG00000104408.11	EIF3E	102.36199951171875	-0.3888408415731571	-39.802526035247816	1027.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000522370	ENSG00000171530.15	TBCA	6.13484001159668	-1.1780552038774705	-7.22718020061719	866.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000522431	ENSG00000105483.18	CARD8	10.51159954071045	-0.24861487721634093	-2.613340029161074	692.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000522586	ENSG00000071051.14	NCK2	52.66299819946289	-0.22457799064957493	-11.826950317217559	939.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000522814	ENSG00000133742.14	CA1	1.8094500303268433	0.08274463057125127	0.14972227429653404	347.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000522901	ENSG00000132842.16	AP3B1	2.5350000858306885	0.2836575920903105	0.7190720202954636	269.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000523377	ENSG00000083099.11	LYRM2	6.552879810333252	-0.8342397951065902	-5.4666731103305235	823.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000523858	ENSG00000133742.14	CA1	5.998159885406494	-0.5546955851401858	-3.327152807399945	730.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000523936	ENSG00000008988.11	RPS20	1.0289599895477295	-1.0624872770604998	-1.0932568974987675	564.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000524074	ENSG00000113068.10	PFDN1	96.96289825439453	0.21846123704926698	21.18263470053724	34.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000524168	ENSG00000134013.16	LOXL2	7.4040398597717285	0.21781197214501785	1.6126885236972015	206.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000524419	ENSG00000179241.13	LDLRAD3	5.7529802322387695	0.4265743213468746	2.454073638289238	160.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000524583	ENSG00000109536.13	FRG1	37.58549880981445	-0.5190252537237352	-19.507823056097095	985.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000524719	ENSG00000104522.16	GFUS	30.239099502563477	-1.170156207482727	-35.38446999161249	1022.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000524775	ENSG00000176102.13	CSTF3	1.8332300186157227	-0.6829792301069262	-1.2520580267230723	581.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000525428	ENSG00000074201.9	CLNS1A	8.340800285339355	-1.613191827840072	-13.45531085795559	956.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000525469	ENSG00000026508.21	CD44	184.9550018310547	-0.6752280526909502	-124.8868057218342	1066.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000525587	ENSG00000134809.9	TIMM10	10.699399948120117	-0.3514580839111438	-3.7603906047652877	754.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000525608	ENSG00000166840.14	GLYATL1	1.1107499599456787	0.5089862769362268	0.565356486719814	289.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000525688	ENSG00000026508.21	CD44	7.141940116882324	-0.4700076058080575	-3.3567661751603795	731.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000525694	ENSG00000196150.14	ZNF250	6.5971198081970215	-0.37122322184769485	-2.449004070114145	680.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000526087	ENSG00000198945.8	L3MBTL3	2.8541200160980225	-0.6414962860638923	-1.830907390307498	642.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000526553	ENSG00000026508.21	CD44	4.318329811096191	-1.028789826162456	-4.442653775669802	773.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000526560	ENSG00000111011.18	RSRC2	36.28630065917969	-0.9203608231449494	-33.39648954356774	1019.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000527645	ENSG00000197863.9	ZNF790	5.934000015258789	-0.6163521338467113	-3.657433571651172	749.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000527693	ENSG00000203705.11	TATDN3	7.322979927062988	-0.22704664774749964	-1.6626580439618808	627.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000527902	ENSG00000162231.14	NXF1	3.697770118713379	-0.07767264206064999	-0.2872155748533915	429.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000528184	ENSG00000254469.11	XNDC1N	1.2388800382614136	-0.24376812350191274	-0.30199946217096263	434.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000528385	ENSG00000198945.8	L3MBTL3	9.041339874267578	-1.0624224040132255	-9.605722044719995	914.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000528386	ENSG00000255192.7	NANOGP8	1.0143699645996094	-0.38228198696443016	-0.38777536558417736	449.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000528406	ENSG00000126883.19	NUP214	7.014659881591797	-0.77393117873769	-5.428863990604325	821.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000528492	ENSG00000110717.13	NDUFS8	18.77630043029785	-0.8578966673580422	-16.1081255644659	968.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000529185	ENSG00000166004.15	CEP295	3.355380058288574	-1.2813006127666695	-4.299250524750214	768.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000529237	ENSG00000133818.14	RRAS2	1.7357100248336792	0.19104420307329867	0.3315973384606857	323.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000529350	ENSG00000188997.8	KCTD21	8.50193977355957	-0.20326314573344062	-1.728131023209974	636.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000529575	ENSG00000166387.14	PPFIBP2	1.308500051498413	-0.2645135232257276	-0.3461159587628912	440.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000529704	ENSG00000175482.9	POLD4	98.12470245361328	-0.23379121305545697	-22.940693217336023	1000.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000529709	ENSG00000079819.20	EPB41L2	10.700699806213379	-1.0337557049180393	-11.061909471288438	929.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000530277	ENSG00000166257.10	SCN3B	2.6060900688171387	0.22592539880733717	0.5887819381253528	285.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000530673	ENSG00000149823.10	VPS51	19.624900817871094	-0.2834827784036069	-5.563321409745315	827.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000530678	ENSG00000172273.13	HINFP	1.4867899417877197	-1.1817731282388677	-1.7570484005405576	637.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000530709	ENSG00000077254.14	USP33	1.4608399868011475	0.450699743880147	0.6584002079011545	277.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000530818	ENSG00000179295.19	PTPN11	10.49429988861084	-0.3391220712939479	-3.5588487150055546	743.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000531324	ENSG00000124942.14	AHNAK	1.5048199892044067	-0.18675549151070409	-0.2810333967190014	427.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000532035	ENSG00000011405.14	PIK3C2A	13.919300079345703	-0.5747048180561339	-7.999488819569103	880.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000532129	ENSG00000166199.13	ALKBH3	3.9702401161193848	-0.06452946529828217	-0.2561974717989736	423.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000532400	ENSG00000104529.19	EEF1D	60.11669921875	-0.9073405239778228	-54.546317368957794	1042.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000532481	ENSG00000087884.16	AAMDC	7.491049766540527	-0.14284464122620857	-1.0700563163091552	557.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000532556	ENSG00000048649.14	RSF1	6.651780128479004	-0.8518167400601622	-5.6660976646379515	831.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000533193	ENSG00000087884.16	AAMDC	10.236900329589844	0.04022134882717345	0.41174193906544	312.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000533642	ENSG00000148950.11	IMMP1L	6.984429836273193	0.005974782987386051	0.04173045256235662	369.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000533692	ENSG00000132109.10	TRIM21	5.6991400718688965	0.010887424341381968	0.0620489563434108	364.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000533738	ENSG00000070081.18	NUCB2	5.1628098487854	0.7309803209687898	3.7739124003659814	127.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000533753	ENSG00000168060.16	NAALADL1	1.9630399942398071	-0.007285575166768388	-0.014301875433406698	381.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000533989	ENSG00000110077.16	MS4A6A	40.629798889160156	1.2189940264488244	49.52748214170331	16.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000534355	ENSG00000211450.11	SELENOH	30.37809944152832	-0.1664472779249605	-5.056351960576151	804.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000534552	ENSG00000166387.14	PPFIBP2	3.1898701190948486	-0.8305388255825668	-2.649310982473958	696.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000534762	ENSG00000029363.17	BCLAF1	28.38610076904297	-1.7797712298973132	-50.52076547770867	1040.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000535212	ENSG00000123106.11	CCDC91	58.62580108642578	0.04175288897362996	2.4477965637516506	161.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000535476	ENSG00000196118.12	CFAP119	5.207300186157227	0.05277450541229878	0.274812691857819	329.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000535480	ENSG00000006118.15	TMEM132A	22.809200286865234	0.05694417997687702	1.2988512062638888	225.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000535598	ENSG00000133704.10	IPO8	10.393199920654297	-0.8296192297414772	-8.6223985127224	897.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000535712	ENSG00000142046.15	TMEM91	9.590559959411621	0.6587431459728831	6.317715639304377	91.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000535835	ENSG00000152583.13	SPARCL1	6.212669849395752	-0.7854594683442435	-4.879800356904699	799.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000535838	ENSG00000137497.19	NUMA1	4.50439977645874	0.646254855372459	2.9109902260750795	142.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000536154	ENSG00000123106.11	CCDC91	74.26080322265625	-0.4493036336548383	-33.365648726066375	1018.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000536240	ENSG00000004700.16	RECQL	2.106339931488037	-0.2883373922889151	-0.6073365631192726	485.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000536870	ENSG00000149716.13	LTO1	2.123569965362549	-0.14047025364767912	-0.2982984116730704	433.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000536979	ENSG00000135090.14	TAOK3	2.314539909362793	-0.370085795488595	-0.8565783435466298	521.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000537124	ENSG00000112531.17	QKI	2.1225199699401855	-0.32677347741546975	-0.6935832314611328	495.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000537495	ENSG00000272822.2	ENSG00000272822	6.385069847106934	-0.07965253489591473	-0.508586998809538	465.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000537530	ENSG00000198178.12	CLEC4C	1.699910044670105	-0.014870585573277606	-0.025278657786140954	384.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000537718	ENSG00000158717.11	RNF166	5.815090179443359	0.3710741093394067	2.1578294090652754	182.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000537792	ENSG00000118557.16	PMFBP1	18.085500717163086	0.04101586271064137	0.7417924144683672	264.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000537914	ENSG00000196187.12	TMEM63A	2.6973400115966797	-0.4515435620972834	-1.2179665170238925	576.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000538098	ENSG00000133316.16	WDR74	28.077800750732422	-0.43341397923597674	-12.169311351569833	943.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000538254	ENSG00000022840.17	RNF10	190.927001953125	-0.7212655583035884	-137.70907065895102	1069.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000538404	ENSG00000149357.10	LAMTOR1	1.031599998474121	-0.2515998898991782	-0.25955044603608124	424.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000539409	ENSG00000139146.14	SINHCAF	7.168670177459717	-0.04597083380854372	-0.32954974535626425	437.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000539492	ENSG00000010610.10	CD4	4.65015983581543	0.23316100491044053	1.0842359403128947	235.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000539633	ENSG00000139160.13	ETFBKMT	12.157299995422363	0.5429366835051802	6.60064413989216	87.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000539915	ENSG00000197302.11	KRBOX5	1.5778000354766846	0.28047932150503574	0.4425402834211218	309.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000540121	ENSG00000111725.11	PRKAB1	1.1317299604415894	0.31504744077177615	0.3565486276818662	320.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000540203	ENSG00000184575.12	XPOT	1.4270000457763672	-0.32012217197836507	-0.45681435406715704	457.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000540349	ENSG00000168876.9	ANKRD49	93.37120056152344	-0.6072490762626168	-56.699575290516634	1045.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000540443	ENSG00000175003.15	SLC22A1	5.6613898277282715	0.009488645672866447	0.05371892209128398	368.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000540794	ENSG00000123106.11	CCDC91	6.023620128631592	-0.014683578486433608	-0.08844829893122329	396.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000540972	ENSG00000052126.17	PLEKHA5	1.0984100103378296	-0.14735302617685242	-0.16185403900622694	408.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000541064	ENSG00000119655.11	NPC2	63.405399322509766	0.3768063023567344	23.891554068167096	31.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000541154	ENSG00000243716.13	NPIPB5	3.7408499717712402	0.6483516535618636	2.4253862649247346	164.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000541363	ENSG00000149948.14	HMGA2	3.3125100135803223	-3.4278777818455963	-11.354879477693041	935.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000541455	ENSG00000181924.8	COA4	14.13129997253418	-0.5196903628664137	-7.34390041050043	869.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000542280	ENSG00000177575.13	CD163	11.89229965209961	-0.7331477484388357	-8.718812713696778	900.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000542532	ENSG00000135090.14	TAOK3	3.58555006980896	-0.921802373892643	-3.305168566060831	728.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000542791	ENSG00000061794.13	MRPS35	5.098400115966797	-0.5778176881593927	-2.9459457683195143	714.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000542801	ENSG00000123106.11	CCDC91	7.1201300621032715	-0.3209422866184807	-2.2851508231524087	674.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000542923	ENSG00000120860.11	WASHC3	10.916000366210938	-0.8274365775195001	-9.032297983219188	904.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000543240	ENSG00000132749.11	TESMIN	2.743880033493042	-0.040191503301816714	-0.11028066342592455	398.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000543766	ENSG00000048707.15	VPS13D	5.003339767456055	0.20815205674889645	1.041455463209523	242.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000544594	ENSG00000149357.10	LAMTOR1	12.76099967956543	-0.12049696385792733	-1.5376617171796179	614.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000544883	ENSG00000184162.15	NR2C2AP	33.763999938964844	-0.32749629166660854	-11.057584771842583	928.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000544923	ENSG00000064490.14	RFXANK	8.23546028137207	-0.1369604411254777	-1.1279322730080694	567.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000545267	ENSG00000157423.18	HYDIN	8.008540153503418	-0.794700614190123	-6.364391778755428	844.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000545720	ENSG00000127314.18	RAP1B	59.39789962768555	0.12737122363544334	7.5655831569535525	80.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000545939	ENSG00000156265.17	MAP3K7CL	6.782070159912109	-0.6557428811145384	-4.447294226581705	776.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000546151	ENSG00000162144.10	CYB561A3	3.8307600021362305	0.3970301215804946	1.5209271093938435	213.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000546370	ENSG00000011465.18	DCN	1.6777700185775757	0.23947625085108565	0.40178607383931414	314.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000546581	ENSG00000205352.11	PRR13	163.9459991455078	-2.607226448380351	-427.4443450783104	1077.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000546900	ENSG00000170421.13	KRT8	5.949699878692627	-0.8767647292699404	-5.2164870033793385	810.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000547081	ENSG00000151135.10	TMEM263	2.280410051345825	-0.1859273285347514	-0.42399054881052456	453.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000547125	ENSG00000181929.13	PRKAG1	10.448399543762207	-0.7254835686559039	-7.580142187751324	875.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000547249	ENSG00000111145.8	ELK3	24.069700241088867	0.7082128604118095	17.04647125699637	40.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000547743	ENSG00000120868.15	APAF1	105.89600372314453	0.6051385845854221	64.08175780627627	12.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000547859	ENSG00000197111.16	PCBP2	344.26300048828125	0.3012635646838916	103.71389871587192	8.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000548218	ENSG00000011465.18	DCN	3.256279945373535	-0.8113508917149765	-2.6419856373524127	694.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000548362	ENSG00000181929.13	PRKAG1	1.0314099788665771	0.2637443277610229	0.27202853152217626	330.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000548556	ENSG00000135441.8	BLOC1S1	3.4794399738311768	0.022411976473823526	0.07798112683558547	361.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000548580	ENSG00000092841.19	MYL6	43.80649948120117	-0.8578530789635558	-37.579540458563834	1024.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000548752	ENSG00000258289.10	CHURC1	22.74970054626465	-0.08871505411676897	-2.0182409151021568	658.0	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000549017	ENSG00000092841.19	MYL6	92.58409881591797	-0.6855729224196472	-63.47315119481828	1049.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000549056	ENSG00000136044.12	APPL2	3.289760112762451	-0.1758448668997045	-0.5784874291606701	477.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000549447	ENSG00000183160.9	TMEM119	15.122400283813477	0.9587603718988322	14.498758120112015	49.0	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000549934	ENSG00000235162.9	C12orf75	14.612500190734863	-0.5073987681120113	-7.4143645958154005	871.0	Amyloid	2.0	TOL	chili	N101	BC	4
