Transcript_ID_clean	gene_name	gene_id	mean_TPM_AC	mean_TPM_TOL	mean_strict_burden_AC	mean_strict_burden_TOL	n_samples_AC	n_samples_TOL	Amyloid_Index_max	delta_mean_strict_burden_TOL_minus_AC	delta_mean_TPM_TOL_minus_AC
ENST00000229307	NANOG	ENSG00000111704.11	6.644892632961273	6.623314917087555	-1.5838311927953008	-1.2770753877901688	4	4	0.0022311158645553332	0.306755805005132	-0.02157771587371826
ENST00000649949	PFN2	ENSG00000070087.15	3.759600043296814	1.2903950214385986	-0.4628947763011413	-0.1588778348521179	2	2	-0.12312340966333916	0.30401694144902336	-2.4692050218582153
ENST00000202017	PDRG1	ENSG00000088356.6	11.784757256507874	14.214407444000244	1.4681072615140804	1.7707852892033489	4	4	0.12457679267880979	0.30267802768926844	2.4296501874923706
ENST00000412905	SLC39A10	ENSG00000196950.14	3.7911800146102905	4.255730152130127	2.467207993485048	2.769525954712573	2	1	0.6507757436937908	0.30231796122752463	0.4645501375198364
ENST00000559370	ANXA2	ENSG00000182718.18	6.859973192214966	10.420536637306213	0.5775201314377029	0.8772730621248029	3	3	0.08418693707041029	0.29975293068710007	3.5605634450912476
ENST00000442225	MDH1	ENSG00000014641.21	14.456639766693115	14.766175031661987	13.975146276658066	14.27437214626093	3	4	0.9666939553170322	0.29922586960286424	0.30953526496887207
ENST00000409654	EPC2	ENSG00000135999.13	5.7134199142456055	4.6647166808446245	-1.6235449484121487	-1.3255418500005627	4	3	-0.2841634209948526	0.298003098411586	-1.048703233400981
ENST00000511442	AFF1	ENSG00000172493.23	4.790050029754639	4.502799987792969	-4.751404712608188	-4.466472155621202	1	1	-0.9919321683685149	0.2849325569869867	-0.2872500419616699
ENST00000564873	PHKB	ENSG00000102893.18	2.7128049731254578	3.7986199855804443	0.7061638836801067	0.9888098363930209	2	1	0.2603076486056888	0.28264595271291415	1.0858150124549866
ENST00000608855	GNPDA2	ENSG00000163281.12	4.090849876403809	5.153930187225342	1.0831867616855375	1.3646721630277905	1	1	0.2647828188302396	0.28148540134225297	1.0630803108215332
ENST00000682325	NDUFB3	ENSG00000119013.10	2.7087849378585815	1.9353300333023071	-0.9817699369734136	-0.7014395341108314	2	3	-0.3624392336401382	0.28033040286258226	-0.7734549045562744
ENST00000640871	GOSR2	ENSG00000108433.17	5.9982651472091675	4.140679836273193	-0.8746878965346809	-0.6038083424669038	2	1	-0.1458234798009304	0.2708795540677771	-1.8575853109359741
ENST00000674278	CAPZB	ENSG00000077549.19	1.1891599893569946	1.2394599914550781	-1.2760214855172018	-1.0083764427300375	1	3	-0.3214689480734947	0.2676450427871644	0.050300002098083496
ENST00000644914	TRIM8	ENSG00000171206.17	5.749549865722656	6.984600067138672	1.2266428313473803	1.490135715364776	1	1	0.21334588967743556	0.2634928840173958	1.2350502014160156
ENST00000491219	AKT3	ENSG00000117020.19	4.398439884185791	3.3505775332450867	-0.2607133331052832	0.0023916739299482542	1	4	0.3362198693320014	0.2631050070352315	-1.0478623509407043
ENST00000562891	ARIH1	ENSG00000166233.15	5.876349925994873	3.638319969177246	-0.6888026484508439	-0.42646957077808756	1	1	-0.11721607071148488	0.2623330776727564	-2.238029956817627
ENST00000507721	HNRNPDL	ENSG00000152795.18	4.720439910888672	2.5946750044822693	-0.5761800603287625	-0.31670777063968103	3	4	-0.12206067044719368	0.2594722896890814	-2.1257649064064026
ENST00000589833	ZNF569	ENSG00000196437.12	1.7662649750709534	1.4266599416732788	-1.3402302387709235	-1.0825401744700738	2	1	-0.7587934187038299	0.25769006430084973	-0.33960503339767456
ENST00000564365	TRAPPC2L	ENSG00000167515.11	2.082350015640259	3.8150399923324585	0.30666353502824717	0.5618333332703868	1	2	0.14726800620689962	0.2551697982421396	1.7326899766921997
ENST00000571024	ANAPC11	ENSG00000141552.18	18.81659984588623	46.83150100708008	0.16815079669765118	0.4185003810137878	3	1	0.00893630082346748	0.25034958431613663	28.014901161193848
ENST00000420189	RETREG2	ENSG00000144567.11	71.46942615509033	71.35025024414062	-149.33717857784237	-149.0881574893415	4	4	-2.089525362268576	0.2490210885008537	-0.11917591094970703
ENST00000437811	HLA-DPA1	ENSG00000231389.8	2.6658499240875244	3.116694986820221	1.4651413260558814	1.7129241164858513	1	4	0.5495963267914921	0.24778279042996987	0.45084506273269653
ENST00000433615	UBAP2L	ENSG00000143569.20	2.8606066703796387	3.8876060485839843	0.0282922826584104	0.2729493566602933	3	5	0.1893467943561567	0.24465707400188288	1.0269993782043456
ENST00000416732	HIBCH	ENSG00000198130.16	17.133835017681122	19.567954778671265	1.7007985059029571	1.9424225934705512	4	4	0.09926548867476731	0.24162408756759413	2.434119760990143
ENST00000509931	ZNF131	ENSG00000172262.12	23.747605323791504	21.96931767463684	-3.2027963474824346	-2.962961925871104	4	4	-0.13486818160455605	0.2398344216113304	-1.778287649154663
ENST00000427361	ERVK3-1	ENSG00000142396.11	2.5391600131988525	6.729959964752197	0.14384413609069388	0.3812541438990136	2	1	0.05665028408724741	0.2374100078083197	4.190799951553345
ENST00000584788	LRRC37A3	ENSG00000176809.11	16.647899627685547	18.342100143432617	2.3230297118425454	2.5594365994329986	1	1	0.1395389066365666	0.23640688759045325	1.6942005157470703
ENST00000602521	KLHL23	ENSG00000213160.10	2.3643200397491455	2.9179900884628296	0.9863307095086121	1.2173069575631597	2	2	0.4171730954043184	0.23097624805454753	0.5536700487136841
ENST00000505719	MRPS18C	ENSG00000163319.11	12.753099977970123	12.364339828491211	-7.539284316198687	-7.30945993602505	4	3	-0.5911726818751636	0.22982438017363727	-0.38876014947891235
ENST00000647800	ITM2B	ENSG00000136156.15	14.333832621574402	17.071812748908997	4.869934584126667	5.099360357330507	4	4	0.4570595473102118	0.2294257732038405	2.7379801273345947
ENST00000428969	PCCA	ENSG00000175198.17	3.589560031890869	4.2545599937438965	1.2285040247837054	1.4560960200029935	2	4	0.34224362146593423	0.2275919952192882	0.6649999618530273
ENST00000572759	MYBBP1A	ENSG00000132382.15	3.7497200965881348	3.6416399478912354	-7.8381024606591785	-7.612180723135252	1	1	-2.0903166793145593	0.22592173752392686	-0.10808014869689941
ENST00000667629	EGLN1	ENSG00000135766.9	15.255202174186707	21.330849838256835	-2.205636454426438	-1.9815537688172704	4	5	0.11996823366282705	0.22408268560916755	6.075647664070129
ENST00000542341	LTO1	ENSG00000149716.13	2.6349101066589355	2.213089942932129	-1.3918592263914942	-1.169037853746798	1	1	-0.5282378411597392	0.22282137264469615	-0.42182016372680664
ENST00000601241	SCGB2B2	ENSG00000205209.8	1.8693533341089885	2.1831299662590027	1.312454205080747	1.5327536277779816	3	2	0.7020899586681495	0.22029942269723457	0.31377663215001417
ENST00000563573	CDR2	ENSG00000140743.8	2.595243295033773	2.249890089035034	-1.6194106387629816	-1.4039130563222637	3	1	-0.6239918399411211	0.21549758244071793	-0.34535320599873875
ENST00000650052	C2orf15	ENSG00000273045.7	7.225074946880341	6.302129924297333	-1.6303138412779257	-1.422054403677857	4	4	-0.22564663387773803	0.2082594376000686	-0.9229450225830078
ENST00000341376	NFYA	ENSG00000001167.15	1.6761749982833862	3.3100666999816895	0.20993144817925097	0.41456715236101355	2	3	0.12524435001968598	0.20463570418176258	1.6338917016983032
ENST00000507019	MRPS18C	ENSG00000163319.11	21.510420163472492	19.596800088882446	-2.263976018861318	-2.062567123769606	3	4	-0.10525019974764813	0.20140889509171167	-1.913620074590046
ENST00000405158	SAA1	ENSG00000173432.13	3.188460111618042	3.7407100200653076	0.6308700056271869	0.8292525319280852	1	1	0.22168319048521373	0.19838252630089837	0.5522499084472656
ENST00000558864	PCSK6	ENSG00000140479.18	6.00476747751236	5.414290030797322	-2.097108519330175	-1.8994598440140766	4	3	-0.34635638349993075	0.1976486753160982	-0.5904774467150373
ENST00000562884	CYLD	ENSG00000083799.18	9.846916516621908	10.133127570152283	6.622501498455109	6.814991515779799	3	4	0.6725457139071015	0.1924900173246904	0.28621105353037457
ENST00000372571	FOXJ3	ENSG00000198815.9	3.732360005378723	3.1282999515533447	-1.165480039621161	-0.9768540939858537	2	1	-0.31226356459226384	0.18862594563530743	-0.6040600538253784
ENST00000681898	DDIT4	ENSG00000168209.6	3.6707634131113687	4.203446825345357	1.2926890492730523	1.4802778247481303	3	3	0.3521580945957393	0.18758877547507802	0.5326834122339883
ENST00000537718	RNF166	ENSG00000158717.11	10.880080103874207	11.370070219039917	4.037316034086521	4.2191386796567505	4	4	0.3710741093394067	0.18182264557022965	0.48999011516571045
ENST00000412564	ZNF589	ENSG00000164048.14	3.374190092086792	4.598859906196594	0.49665453557280137	0.676916406171966	1	2	0.14719222154601308	0.18026187059916465	1.2246698141098022
ENST00000416415	SMYD2	ENSG00000143499.14	5.742129802703857	7.383319997787476	0.5129242386356233	0.6912412627498445	1	5	0.18669027205098637	0.17831702411422123	1.6411901950836185
ENST00000250101	TXNDC17	ENSG00000129235.11	23.566399812698364	22.2947998046875	-3.2524231369473693	-3.076928308722971	4	4	-0.13801103107802046	0.17549482822439844	-1.2716000080108643
ENST00000589346	FAM210A	ENSG00000177150.13	7.750472396612167	4.3643232981363935	-0.3895070995485425	-0.21933307059996746	4	3	-0.05025591726754632	0.17017402894857506	-3.386149098475774
ENST00000338272	TMEM167B	ENSG00000215717.7	4.1338300704956055	5.189895033836365	3.455141658186588	3.623702810941335	1	2	0.8358209213404727	0.16856115275474703	1.0560649633407593
ENST00000420646	SNCA	ENSG00000145335.17	4.4488701820373535	1.652209997177124	-0.26647234641596884	-0.09896181652980697	1	1	-0.05989663341759688	0.16751052988616189	-2.7966601848602295
ENST00000537743	CARS2	ENSG00000134905.17	4.974559783935547	6.534820079803467	0.5242202421597473	0.6886408272280877	1	1	0.10538022758367946	0.16442058506834045	1.56026029586792
ENST00000262866	SLA2	ENSG00000101082.14	68.92342519760132	65.40524959564209	-3.1430035956420834	-2.9825699181898067	4	4	-0.04560138424100645	0.16043367745227677	-3.5181756019592285
ENST00000399782	BCL2L13	ENSG00000099968.19	1.4726999998092651	2.018199920654297	0.4116218522826206	0.5640898959217432	1	1	0.27950149544098	0.15246804363912259	0.5454999208450317
ENST00000507141	NPR3	ENSG00000113389.16	17.78401279449463	12.243535161018372	-0.48265555938721166	-0.33228779018016025	3	4	-0.027139856733381717	0.15036776920705142	-5.540477633476257
ENST00000649163	DYRK3	ENSG00000143479.18	2.6187000274658203	2.0263450145721436	-0.6642479138123258	-0.5139937505160168	2	4	-0.2536555950836166	0.15025416329630903	-0.5923550128936768
ENST00000460309	CLEC2D	ENSG00000069493.15	4.099294900894165	3.1787767012914023	-0.6564074449659691	-0.5090077057293204	2	3	-0.16012691470984175	0.14739973923664873	-0.9205181996027627
ENST00000578168	GPS1	ENSG00000169727.14	1.9190149903297424	2.5859498977661133	0.40681738562604697	0.5482027926151781	2	1	0.21199281281077642	0.14138540698913116	0.6669349074363708
ENST00000636106	TTC33	ENSG00000113638.14	3.798229932785034	3.1167300045490265	-0.7866976817622853	-0.6455439277368377	2	4	-0.2071221847239361	0.1411537540254476	-0.6814999282360077
ENST00000426163	KLF7	ENSG00000118263.16	1.3772300481796265	1.0658600330352783	-0.6049921019245342	-0.46821291954505995	1	1	-0.4392818053339681	0.13677918237947428	-0.31137001514434814
ENST00000367113	SYNJ2	ENSG00000078269.15	6.53879988193512	11.585897445678711	0.17437784465915546	0.30897471424397915	2	4	0.026668172724005946	0.1345968695848237	5.047097563743591
ENST00000476625	HDAC6	ENSG00000094631.22	1.2627300024032593	1.0667099952697754	-0.8243011813222482	-0.6963407122311487	1	1	-0.6527929008999688	0.12796046909109948	-0.1960200071334839
ENST00000581516	SLC46A1	ENSG00000076351.13	1.5469350218772888	2.4254649877548218	0.7095166151914545	0.8351296205106256	2	2	0.4586596108803704	0.12561300531917108	0.878529965877533
ENST00000611224	DGKH	ENSG00000102780.17	2.736900011698405	3.7344125509262085	0.34219764029782135	0.46691773808444714	3	4	0.12503110776248924	0.1247200977866258	0.9975125392278037
ENST00000426727	UBE2Q2	ENSG00000140367.12	1.7884350419044495	1.7733900547027588	-0.68094677869062	-0.5572559728599525	2	1	-0.314232039016005	0.1236908058306675	-0.015044987201690674
ENST00000425402	SLC25A48	ENSG00000145832.16	1.7100499868392944	1.8677132924397786	1.334115992063995	1.457118909512072	2	3	0.780161984931129	0.12300291744807712	0.15766330560048414
ENST00000573083	ASGR1	ENSG00000141505.12	7.928172677755356	8.057592391967773	7.456250659282974	7.577966705166798	4	4	0.9404753103074448	0.12171604588382401	0.1294197142124176
ENST00000462069	CEP15	ENSG00000114405.11	2.5242249965667725	1.667389988899231	-0.35717485804551197	-0.23593371565593588	2	1	-0.14149881984819485	0.12124114238957609	-0.8568350076675415
ENST00000555835	RNASE4	ENSG00000258818.4	3.14971661567688	3.440167397260666	1.2805060227335965	1.3985877489671776	3	4	0.40654642273537156	0.11808172623358115	0.290450781583786
ENST00000301202	LAIR2	ENSG00000167618.10	1.628440022468567	1.758020043373108	-0.2703186642939184	-0.15227244973995943	1	1	-0.08661587808054494	0.11804621455395894	0.12958002090454102
ENST00000562968	IL4R	ENSG00000077238.14	16.859660029411316	17.109665155410767	7.800095576496807	7.915760060478574	4	4	0.4626484497842607	0.11566448398176643	0.2500051259994507
ENST00000597922	ZNF430	ENSG00000118620.13	7.836150169372559	4.211929798126221	-0.24683311221306384	-0.13267276890096671	1	1	-0.0314992830507264	0.11416034331209712	-3.624220371246338
ENST00000530277	SCN3B	ENSG00000166257.10	3.640399932861328	4.138999938964844	0.822458806649899	0.9351052118741765	2	2	0.22592539880733717	0.11264640522427749	0.4986000061035156
ENST00000651864	ZNF761	ENSG00000160336.17	11.965734839439392	16.83633780479431	-0.7651128307593358	-0.6551646650550048	4	4	-0.004735738370089904	0.10994816570433097	4.870602965354919
ENST00000435842	BATF2	ENSG00000168062.10	3.4105666478474936	6.555799961090088	0.1182374719528025	0.22727637195326086	3	1	0.03466798457887506	0.10903890000045836	3.1452333132425943
ENST00000324489	MTURN	ENSG00000180354.17	14.363757491111755	14.281386693318685	-18.991755468752622	-18.88284482678306	4	3	-1.3221996737625692	0.1089106419695618	-0.08237079779306988
ENST00000291568	CSTB	ENSG00000160213.10	38.42720095316569	92.76822066307068	0.07616406085665696	0.1838698689700901	3	4	0.001982035094085677	0.10770580811343315	54.34101970990499
ENST00000590258	TPGS2	ENSG00000134779.15	2.240453322728475	2.0165300369262695	-1.0735444404425007	-0.9662484766659287	3	2	-0.4791639395259143	0.10729596377657202	-0.22392328580220555
ENST00000638053	ZNF37A	ENSG00000075407.19	2.5788466533025107	2.2219799757003784	-0.773126840775051	-0.6661397864346545	3	2	-0.29979558489256153	0.10698705434039646	-0.3568666776021323
ENST00000552483	CNOT2	ENSG00000111596.14	2.1924400329589844	2.077270030975342	-1.958225403714547	-1.8553588166061905	1	1	-0.8931717056231937	0.1028665871083565	-0.11517000198364258
ENST00000436234	LIPT1	ENSG00000144182.17	5.928540229797363	4.266849994659424	-0.3587516075983964	-0.2581983482665172	1	1	-0.06051263779830309	0.1005532593318792	-1.6616902351379395
ENST00000423108	RPUSD3	ENSG00000156990.14	4.403645038604736	4.971957474946976	0.7703730261698278	0.8697935215905115	2	4	0.17493985537351917	0.09942049542068365	0.5683124363422394
ENST00000333130	MRPL40	ENSG00000185608.9	4.6976799964904785	4.555880029996236	-3.233070611285918	-3.1354800336611413	4	3	-0.6882270852210592	0.09759057762477674	-0.14179996649424265
ENST00000676516	NDUFA5	ENSG00000128609.16	15.682559728622437	3.794046640396118	-0.11773537959290141	-0.028483457364740228	2	3	-0.007507408333221335	0.08925192222816118	-11.888513088226318
ENST00000574029	VPS53	ENSG00000141252.21	1.8678600192070007	1.6590850353240967	-0.7982636203030524	-0.7090398707986155	2	2	-0.42736801050110546	0.0892237495044369	-0.20877498388290405
ENST00000462075	ZNF33B	ENSG00000196693.15	2.0620999336242676	3.4639599323272705	0.13071090744307182	0.2195710007638452	1	1	0.06338728075769798	0.08886009332077338	1.401859998703003
ENST00000637375	TTC33	ENSG00000113638.14	1.9695299863815308	2.3825650215148926	0.4194891246137441	0.5074612329446385	1	2	0.2129894581521147	0.08797210833089442	0.4130350351333618
ENST00000377960	GLIPR2	ENSG00000122694.16	8.540804862976074	8.438575267791748	-7.195372898621091	-7.109247519288869	2	2	-0.8424701200951965	0.08612537933222253	-0.10222959518432617
ENST00000341322	BRWD1	ENSG00000185658.14	1.6670600175857544	2.0374032656351724	0.37562418576482576	0.4590704201742642	2	3	0.22532133324678183	0.08344623440943844	0.370343248049418
ENST00000370651	ENSG00000285976	ENSG00000285976.4	4.6066200733184814	4.055654942989349	-0.680577738633594	-0.5991786658866978	2	4	-0.14773906417320948	0.08139907274689628	-0.5509651303291321
ENST00000493661	SERPINB8	ENSG00000166401.15	2.238039970397949	1.1378300189971924	-0.16543971515606937	-0.084110327218798	1	1	-0.07392169815745171	0.08132938793727136	-1.1002099514007568
ENST00000425671	SFI1	ENSG00000198089.16	8.469412803649902	9.270986715952555	0.8546150430190211	0.9354987051366876	4	3	0.10090605604330963	0.08088366211766651	0.8015739123026524
ENST00000602318	LAMTOR5	ENSG00000134248.14	3.613384962081909	8.35294508934021	0.060597673563844254	0.14008168106420538	2	2	0.01677033424330463	0.07948400750036112	4.739560127258301
ENST00000478442	RABGAP1L	ENSG00000152061.24	7.8417331377665205	9.671149889628092	0.3268096195708238	0.4030518203966807	3	3	0.041675687482513026	0.07624220082585692	1.8294167518615714
ENST00000550758	DCN	ENSG00000011465.18	9.133387804031372	8.203954815864563	-0.7285090801875957	-0.6543744451722572	4	2	-0.0797632921998604	0.07413463501533857	-0.9294329881668091
ENST00000521907	PTK2	ENSG00000169398.20	3.099334955215454	3.8086750507354736	0.3153800401260267	0.3875605920898114	2	2	0.10175732687275896	0.0721805519637847	0.7093400955200195
ENST00000710415	SNRNP25	ENSG00000161981.11	4.210012525320053	2.293107509613037	-0.15179339182561638	-0.08267874848626336	4	4	-0.03605533021878047	0.06911464333935302	-1.916905015707016
ENST00000560475	TRIP4	ENSG00000103671.10	8.2998526096344	8.007176558176676	-1.9072660464450846	-1.840010503267732	4	3	-0.2297951706071438	0.0672555431773525	-0.2926760514577236
ENST00000637062	FTO	ENSG00000140718.22	15.284849643707275	14.585527539253235	-1.4292506725173963	-1.3638586921318574	2	4	-0.09350766974052731	0.06539198038553895	-0.6993221044540405
ENST00000560005	PSEN1	ENSG00000080815.20	2.141849994659424	3.4156700372695923	0.1069036121564289	0.1704822773906096	1	2	0.04991181101523764	0.06357866523418068	1.2738200426101685
ENST00000537530	CLEC4C	ENSG00000198178.12	5.861680030822754	1.699910044670105	-0.08716661450152229	-0.025278657786140954	1	1	-0.014870585573277606	0.06188795671538133	-4.161769986152649
ENST00000715520	ENSG00000285976	ENSG00000285976.4	2.646274983882904	2.238167554140091	-0.3909581896638352	-0.33066477991149823	2	4	-0.14773906417320948	0.06029340975233699	-0.4081074297428131
ENST00000622494	RPRD1B	ENSG00000101413.12	7.498395204544067	8.845120429992676	0.32097504330146287	0.3786227366761178	2	1	0.042805831720759434	0.05764769337465492	1.3467252254486084
ENST00000533692	TRIM21	ENSG00000132109.10	12.96046507358551	18.147722244262695	0.1411060829177857	0.19758195290282465	4	4	0.010887424341381968	0.05647586998503895	5.187257170677185
ENST00000537272	LTO1	ENSG00000149716.13	8.05046272277832	5.636625111103058	-0.18736610463127717	-0.13118655743178717	4	2	-0.023273954688484623	0.056179547199490004	-2.4138376116752625
ENST00000575284	MED11	ENSG00000161920.11	1.7688900232315063	2.5998550057411194	0.11461019900658317	0.16845021210075184	1	2	0.06479215638132602	0.053840013094168665	0.830964982509613
ENST00000420191	DNAJC5G	ENSG00000163793.13	7.247307479381561	7.35053391456604	3.5669843466920317	3.6177903983899062	4	5	0.49218062802496343	0.050806051697874555	0.10322643518447894
ENST00000326005	OAZ2	ENSG00000180304.14	9.539143244425455	10.102137446403503	0.847185752991953	0.8971861203951372	3	4	0.08881151391526033	0.050000367403184254	0.5629942019780483
ENST00000565076	SIRPB1	ENSG00000101307.16	10.205119729042053	7.465564966201782	-0.1702604139506262	-0.124554166464456	4	4	-0.016683823264326207	0.04570624748617019	-2.739554762840271
ENST00000373823	GSN	ENSG00000148180.22	1.0240600109100342	1.552174985408783	0.08824930904489743	0.13376010050170067	1	2	0.0861759155759577	0.04551079145680324	0.5281149744987488
ENST00000559405	DTWD1	ENSG00000104047.15	1.9761799573898315	4.266849994659424	0.03894178066635985	0.08408077210121641	1	1	0.01970558426156429	0.04513899143485656	2.2906700372695923
ENST00000648656	MSL3	ENSG00000005302.19	3.73677659034729	3.704930067062378	-5.289681084586301	-5.244599997248836	3	3	-1.4155732773135057	0.045081087337464965	-0.03184652328491211
ENST00000353205	NFYA	ENSG00000001167.15	1.2814500331878662	3.0860800743103027	0.03076524511447329	0.07409107454065608	1	1	0.024008150390334392	0.043325829426182794	1.8046300411224365
ENST00000449234	RFX3	ENSG00000080298.16	1.4050400257110596	2.274049997329712	0.06849478350286989	0.11085845199532554	1	1	0.0487493468153736	0.04236366849245565	0.8690099716186523
ENST00000479764	OAZ3	ENSG00000143450.19	2.3109375536441803	1.9788275063037872	-0.2906201908599677	-0.24885450783994137	4	4	-0.12575856513374012	0.04176568302002634	-0.33211004734039307
ENST00000515612	KLHL5	ENSG00000109790.18	2.3114800453186035	2.4036099910736084	1.0229341301990782	1.0637057847574	1	1	0.44254508373144175	0.04077165455832188	0.09212994575500488
ENST00000376782	POLR1H	ENSG00000066379.15	7.769374966621399	7.702669858932495	-4.601501780964163	-4.561994912889372	4	4	-0.5922615140513908	0.03950686807479098	-0.06670510768890381
ENST00000274507	LECT2	ENSG00000145826.9	5.478609919548035	4.894289970397949	-0.368364446566954	-0.32907661665252586	3	2	-0.06723684510784493	0.03928782991442814	-0.5843199491500854
ENST00000578626	ATG13	ENSG00000175224.17	3.243809938430786	3.334193309148153	1.3720084862605981	1.4102372216041532	1	3	0.4229620453423717	0.03822873534355509	0.09038337071736668
ENST00000399568	C22orf39	ENSG00000242259.9	7.551320016384125	6.961996714274089	-0.48936159555459974	-0.45117063148575515	4	3	-0.06480477512445906	0.03819096406884459	-0.5893233021100359
ENST00000377055	CEMIP2	ENSG00000135048.14	2.5075299739837646	3.4313825070858	0.10365355888507749	0.14184277454134459	2	4	0.041336917189628224	0.038189215656267095	0.9238525331020355
ENST00000585437	ATG4D	ENSG00000130734.10	9.871489524841309	9.731149673461914	-2.65574922830195	-2.6179932796112353	1	1	-0.26903226930635304	0.037755948690714636	-0.14033985137939453
ENST00000611653	GPX4	ENSG00000167468.20	73.20862579345703	73.31457424163818	23.334972632849578	23.36874330006269	4	4	0.3187462184945852	0.03377066721311195	0.10594844818115234
ENST00000426768	ARHGEF7	ENSG00000102606.20	3.142859935760498	2.905090093612671	-0.4386007750999312	-0.40541888370387363	1	1	-0.13955466806184608	0.03318189139605754	-0.23776984214782715
ENST00000584633	EPN2	ENSG00000072134.16	14.55774974822998	14.339449882507324	-1.9124494218578592	-1.8837714009265198	2	2	-0.13136985144908034	0.02867802093133931	-0.21829986572265625
ENST00000431668	GALNT11	ENSG00000178234.14	2.445294976234436	2.604949951171875	0.4306743834258918	0.45879340733111484	2	1	0.17612369371039927	0.02811902390522303	0.15965497493743896
ENST00000532129	ALKBH3	ENSG00000166199.13	2.8853700160980225	2.471670071283976	-0.1861913843265012	-0.15949554809372196	1	3	-0.06452946529828217	0.02669583623277924	-0.41369994481404637
ENST00000557769	CCDC85C	ENSG00000205476.9	4.045049995183945	3.921522378921509	-0.8556243462352534	-0.8294953154365279	4	4	-0.21152380001581284	0.026129030798725528	-0.12352761626243591
ENST00000503968	HIPK1	ENSG00000163349.22	2.3362300395965576	2.6313233375549316	0.19966461661181198	0.2248846031726169	1	3	0.08546445051545179	0.02521998656080493	0.295093297958374
ENST00000510289	ATP8A1	ENSG00000124406.17	5.646282523870468	5.525999873876572	-1.1140461117757074	-1.0903136084917728	4	4	-0.19730612257993077	0.023732503283934614	-0.12028264999389648
ENST00000606929	IRAK1BP1	ENSG00000146243.14	23.704083561897278	23.660937547683716	-12.777150136064742	-12.75389325292307	3	4	-0.5390273833072017	0.023256883141671736	-0.04314601421356201
ENST00000331758	SS18L1	ENSG00000184402.15	2.3389574885368347	2.2553074955940247	-0.48187877335640417	-0.46464496034864017	4	4	-0.20602288657150827	0.017233813007764	-0.08364999294281006
ENST00000449186	RPRD1B	ENSG00000101413.12	8.772259831428528	8.72742760181427	-3.3055974634365697	-3.2887036062844883	4	4	-0.37682393442035866	0.01689385715208136	-0.04483222961425781
ENST00000457014	PAEP	ENSG00000122133.17	11.17281679312388	12.957704901695251	0.10024334508063859	0.11625749423485757	3	4	0.008972074539191554	0.016014149154218976	1.784888108571371
ENST00000382490	MSRA	ENSG00000175806.15	19.684699376424152	17.42124032974243	-0.13530482672779442	-0.11974670575981433	3	4	-0.0068736039164431165	0.015558120967980094	-2.263459046681721
ENST00000518293	PABPC1	ENSG00000070756.17	4.091119925181071	6.671529769897461	0.024656569897902977	0.04020831535270548	3	1	0.006026850923176419	0.0155517454548025	2.5804098447163897
ENST00000573113	ZFP90	ENSG00000184939.16	3.9280948638916016	2.63100000222524	-0.04478767825188969	-0.029998354332930615	2	3	-0.011401883051143553	0.014789323918959072	-1.2970948616663613
ENST00000611278	ZNF248	ENSG00000198105.16	1.08201003074646	1.0473300218582153	-0.42862291445893075	-0.41488492122342796	1	1	-0.39613580491784467	0.013737993235502788	-0.03468000888824463
ENST00000423281	ELAVL2	ENSG00000107105.15	11.666860103607178	11.64008641242981	-5.390843727184142	-5.378472550718894	2	3	-0.4620646582980276	0.012371176465247657	-0.026773691177368164
ENST00000590121	RNASEH2A	ENSG00000104889.7	6.230704843997955	3.337296644846598	-0.0263729802089019	-0.014125923241342186	2	3	-0.004232744267176613	0.012247056967559714	-2.893408199151357
ENST00000424424	PRNP	ENSG00000171867.18	4.79281485080719	5.192287653684616	0.1268813970563713	0.13745674137758496	4	4	0.02647325235920648	0.010575344321213653	0.39947280287742615
ENST00000564174	CMC2	ENSG00000103121.9	9.819565296173096	9.732529759407043	-1.1855614743333462	-1.1750532719663873	2	2	-0.1207346189546075	0.01050820236695893	-0.08703553676605225
ENST00000468059	BACH1	ENSG00000156273.16	1.6874200105667114	1.5161400437355042	-0.10100246304864118	-0.0907503038870158	1	2	-0.059856148686253885	0.010252159161625377	-0.17127996683120728
ENST00000566154	MAPDA	ENSG00000168803.16	4.5815733671188354	4.612674951553345	1.2176395133894704	1.225905345910732	3	4	0.26576885620303714	0.008265832521261673	0.031101584434509277
ENST00000695000	MRPS27	ENSG00000113048.19	1.093790054321289	1.2243000268936157	0.06436607638065354	0.07204617443040218	2	1	0.058846829084209885	0.007680098049748632	0.13050997257232666
ENST00000427617	ZNF589	ENSG00000164048.14	1.7899399995803833	2.038819988568624	0.050904267469569275	0.05798218825476367	2	3	0.02843909152346045	0.007077920785194397	0.2488799889882407
ENST00000378442	CDNF	ENSG00000185267.10	1.9869600534439087	2.2617299556732178	0.04616248000967287	0.05254613130499486	1	1	0.023232716696876477	0.006383651295321986	0.2747699022293091
ENST00000554544	IFI27L1	ENSG00000165948.11	7.501903374989827	6.158160209655762	-0.032576818376930244	-0.026741648973353575	3	1	-0.00434247373613692	0.00583516940357667	-1.3437431653340655
ENST00000648695	COL4A1	ENSG00000187498.17	2.5295050144195557	1.9634275436401367	-0.022144212655267705	-0.017188563300616386	2	4	-0.008754365984267133	0.004955649354651318	-0.566077470779419
ENST00000417349	TAF6	ENSG00000106290.16	7.142819881439209	7.25748340288798	0.09427167428934459	0.09578501528440127	1	3	0.013198103249713999	0.0015133409950566779	0.11466352144877145
