sample	STATUS	LEN_H1	LOSS	TRANSCRIPT_ID	LEN_H2	Transcript_ID_clean	Group	raw_Group	subject
SRR32060336	H2_TRUNCATED	188	-41	ENST00000382119.1	147	ENST00000382119	TOL	chili	N072
SRR32060336	H2_TRUNCATED	430	-209	ENST00000388835.4	221	ENST00000388835	TOL	chili	N072
SRR32060336	H2_TRUNCATED	545	-467	ENST00000394115.6	78	ENST00000394115	TOL	chili	N072
SRR32060336	H2_TRUNCATED	249	-66	ENST00000396705.10	183	ENST00000396705	TOL	chili	N072
SRR32060336	H2_TRUNCATED	597	-191	ENST00000399448.5	406	ENST00000399448	TOL	chili	N072
SRR32060336	H2_TRUNCATED	247	-211	ENST00000400824.8	36	ENST00000400824	TOL	chili	N072
SRR32060336	H2_TRUNCATED	250	-214	ENST00000400825.8	36	ENST00000400825	TOL	chili	N072
SRR32060336	H2_TRUNCATED	688	-615	ENST00000406697.5	73	ENST00000406697	TOL	chili	N072
SRR32060336	H2_TRUNCATED	168	-122	ENST00000412716.8	46	ENST00000412716	TOL	chili	N072
SRR32060336	H2_TRUNCATED	193	-188	ENST00000416904.5	5	ENST00000416904	TOL	chili	N072
SRR32060336	H2_TRUNCATED	1153	-381	ENST00000421364.5	772	ENST00000421364	TOL	chili	N072
SRR32060336	H1_TRUNCATED	110	-82	ENST00000424149.6	192	ENST00000424149	TOL	chili	N072
SRR32060336	H2_TRUNCATED	318	-66	ENST00000428559.7	252	ENST00000428559	TOL	chili	N072
SRR32060336	H2_TRUNCATED	213	-34	ENST00000434319.6	179	ENST00000434319	TOL	chili	N072
SRR32060336	H2_TRUNCATED	238	-32	ENST00000440311.6	206	ENST00000440311	TOL	chili	N072
SRR32060336	H2_TRUNCATED	552	-381	ENST00000444620.2	171	ENST00000444620	TOL	chili	N072
SRR32060336	H2_TRUNCATED	345	-118	ENST00000456234.6	227	ENST00000456234	TOL	chili	N072
SRR32060336	H2_TRUNCATED	597	-592	ENST00000467963.6	5	ENST00000467963	TOL	chili	N072
SRR32060336	H2_TRUNCATED	609	-374	ENST00000474203.6	235	ENST00000474203	TOL	chili	N072
SRR32060336	H2_TRUNCATED	695	-610	ENST00000474953.5	85	ENST00000474953	TOL	chili	N072
SRR32060336	H2_TRUNCATED	1168	-933	ENST00000478079.2	235	ENST00000478079	TOL	chili	N072
SRR32060336	H2_TRUNCATED	467	-374	ENST00000478990.6	93	ENST00000478990	TOL	chili	N072
SRR32060336	H2_TRUNCATED	733	-498	ENST00000479838.3	235	ENST00000479838	TOL	chili	N072
SRR32060336	H2_TRUNCATED	64	-33	ENST00000494977.1	31	ENST00000494977	TOL	chili	N072
SRR32060336	H2_TRUNCATED	171	-20	ENST00000506565.1	151	ENST00000506565	TOL	chili	N072
SRR32060336	H1_TRUNCATED	57	-20	ENST00000507061.1	77	ENST00000507061	TOL	chili	N072
SRR32060336	H2_TRUNCATED	115	-106	ENST00000512808.2	9	ENST00000512808	TOL	chili	N072
SRR32060336	H1_TRUNCATED	29	-17	ENST00000517668.5	46	ENST00000517668	TOL	chili	N072
SRR32060336	H1_TRUNCATED	10	-23	ENST00000520342.5	33	ENST00000520342	TOL	chili	N072
SRR32060336	H1_TRUNCATED	57	-159	ENST00000524821.6	216	ENST00000524821	TOL	chili	N072
SRR32060336	H2_TRUNCATED	230	-66	ENST00000526530.1	164	ENST00000526530	TOL	chili	N072
SRR32060336	H1_TRUNCATED	9	-102	ENST00000526752.3	111	ENST00000526752	TOL	chili	N072
SRR32060336	H2_TRUNCATED	194	-164	ENST00000535638.5	30	ENST00000535638	TOL	chili	N072
SRR32060336	H2_TRUNCATED	126	-100	ENST00000536154.5	26	ENST00000536154	TOL	chili	N072
SRR32060336	H2_TRUNCATED	1269	-671	ENST00000536444.5	598	ENST00000536444	TOL	chili	N072
SRR32060336	H2_TRUNCATED	96	-58	ENST00000538511.5	38	ENST00000538511	TOL	chili	N072
SRR32060336	H2_TRUNCATED	520	-285	ENST00000540757.6	235	ENST00000540757	TOL	chili	N072
SRR32060336	H2_TRUNCATED	112	-25	ENST00000541380.5	87	ENST00000541380	TOL	chili	N072
SRR32060336	H2_TRUNCATED	144	-132	ENST00000542080.5	12	ENST00000542080	TOL	chili	N072
SRR32060336	H2_TRUNCATED	1105	-507	ENST00000543189.5	598	ENST00000543189	TOL	chili	N072
SRR32060336	H2_TRUNCATED	70	-47	ENST00000544110.5	23	ENST00000544110	TOL	chili	N072
SRR32060336	H2_TRUNCATED	377	-335	ENST00000544244.5	42	ENST00000544244	TOL	chili	N072
SRR32060336	H2_TRUNCATED	100	-20	ENST00000544436.5	80	ENST00000544436	TOL	chili	N072
SRR32060336	H2_TRUNCATED	125	-92	ENST00000545584.2	33	ENST00000545584	TOL	chili	N072
SRR32060336	H2_TRUNCATED	172	-125	ENST00000546072.5	47	ENST00000546072	TOL	chili	N072
SRR32060336	H2_TRUNCATED	67	-48	ENST00000546261.1	19	ENST00000546261	TOL	chili	N072
SRR32060336	H2_TRUNCATED	145	-89	ENST00000546796.5	56	ENST00000546796	TOL	chili	N072
SRR32060336	H2_TRUNCATED	209	-180	ENST00000547167.6	29	ENST00000547167	TOL	chili	N072
SRR32060336	H2_TRUNCATED	183	-123	ENST00000547859.2	60	ENST00000547859	TOL	chili	N072
SRR32060336	H2_TRUNCATED	244	-243	ENST00000548553.1	1	ENST00000548553	TOL	chili	N072
SRR32060336	H2_TRUNCATED	253	-105	ENST00000549937.5	148	ENST00000549937	TOL	chili	N072
SRR32060336	H2_TRUNCATED	545	-467	ENST00000550065.1	78	ENST00000550065	TOL	chili	N072
SRR32060336	H2_TRUNCATED	135	-46	ENST00000550547.5	89	ENST00000550547	TOL	chili	N072
SRR32060336	H2_TRUNCATED	111	-89	ENST00000550585.5	22	ENST00000550585	TOL	chili	N072
SRR32060336	H2_TRUNCATED	84	-58	ENST00000550846.5	26	ENST00000550846	TOL	chili	N072
SRR32060336	H2_TRUNCATED	158	-108	ENST00000551192.5	50	ENST00000551192	TOL	chili	N072
SRR32060336	H2_TRUNCATED	420	-177	ENST00000551451.6	243	ENST00000551451	TOL	chili	N072
SRR32060336	H2_TRUNCATED	172	-171	ENST00000552160.2	1	ENST00000552160	TOL	chili	N072
SRR32060336	H2_TRUNCATED	107	-81	ENST00000552429.5	26	ENST00000552429	TOL	chili	N072
SRR32060336	H2_TRUNCATED	310	-240	ENST00000553064.6	70	ENST00000553064	TOL	chili	N072
SRR32060336	H2_TRUNCATED	164	-36	ENST00000553231.5	128	ENST00000553231	TOL	chili	N072
SRR32060336	H2_TRUNCATED	96	-57	ENST00000555877.5	39	ENST00000555877	TOL	chili	N072
SRR32060336	H2_TRUNCATED	68	-63	ENST00000555885.1	5	ENST00000555885	TOL	chili	N072
SRR32060336	H2_TRUNCATED	240	-31	ENST00000574679.1	209	ENST00000574679	TOL	chili	N072
SRR32060336	H2_TRUNCATED	293	-224	ENST00000619601.1	69	ENST00000619601	TOL	chili	N072
SRR32060336	H2_TRUNCATED	341	-106	ENST00000622386.2	235	ENST00000622386	TOL	chili	N072
SRR32060336	H2_TRUNCATED	85	-58	ENST00000628881.2	27	ENST00000628881	TOL	chili	N072
SRR32060336	H2_TRUNCATED	453	-328	ENST00000636518.1	125	ENST00000636518	TOL	chili	N072
SRR32060336	H2_TRUNCATED	248	-52	ENST00000636632.1	196	ENST00000636632	TOL	chili	N072
SRR32060336	H2_TRUNCATED	109	-28	ENST00000640646.1	81	ENST00000640646	TOL	chili	N072
SRR32060336	H2_TRUNCATED	341	-340	ENST00000647553.1	1	ENST00000647553	TOL	chili	N072
SRR32060336	H2_TRUNCATED	217	-107	ENST00000674352.1	110	ENST00000674352	TOL	chili	N072
SRR32060336	H2_TRUNCATED	64	-37	ENST00000674385.1	27	ENST00000674385	TOL	chili	N072
SRR32060336	H2_TRUNCATED	418	-272	ENST00000690162.1	146	ENST00000690162	TOL	chili	N072
SRR32060336	H1_TRUNCATED	19	-26	ENST00000693572.1	45	ENST00000693572	TOL	chili	N072
SRR32060336	H2_TRUNCATED	54	-53	ENST00000696791.1	1	ENST00000696791	TOL	chili	N072
SRR32060336	H1_TRUNCATED	10	-45	ENST00000697110.1	55	ENST00000697110	TOL	chili	N072
SRR32060336	H1_TRUNCATED	64	-70	ENST00000706920.2	134	ENST00000706920	TOL	chili	N072
SRR32060336	H2_TRUNCATED	190	-187	ENST00000711580.1	3	ENST00000711580	TOL	chili	N072
SRR32060341	H1_TRUNCATED	201	-103	ENST00000294454.6	304	ENST00000294454	TOL	chili	N064
SRR32060341	H1_TRUNCATED	23	-36	ENST00000315901.4	59	ENST00000315901	TOL	chili	N064
SRR32060341	H2_TRUNCATED	169	-102	ENST00000318160.5	67	ENST00000318160	TOL	chili	N064
SRR32060341	H2_TRUNCATED	93	-31	ENST00000341298.3	62	ENST00000341298	TOL	chili	N064
SRR32060341	H2_TRUNCATED	185	-45	ENST00000366654.5	140	ENST00000366654	TOL	chili	N064
SRR32060341	H2_TRUNCATED	69	-31	ENST00000367197.5	38	ENST00000367197	TOL	chili	N064
SRR32060341	H2_TRUNCATED	35	-32	ENST00000367364.5	3	ENST00000367364	TOL	chili	N064
SRR32060341	H2_TRUNCATED	93	-31	ENST00000368400.5	62	ENST00000368400	TOL	chili	N064
SRR32060341	H2_TRUNCATED	127	-119	ENST00000369155.4	8	ENST00000369155	TOL	chili	N064
SRR32060341	H1_TRUNCATED	19	-37	ENST00000372556.3	56	ENST00000372556	TOL	chili	N064
SRR32060341	H1_TRUNCATED	24	-28	ENST00000428500.1	52	ENST00000428500	TOL	chili	N064
SRR32060341	H2_TRUNCATED	70	-56	ENST00000443059.1	14	ENST00000443059	TOL	chili	N064
SRR32060341	H2_TRUNCATED	100	-27	ENST00000444639.5	73	ENST00000444639	TOL	chili	N064
SRR32060341	H2_TRUNCATED	76	-29	ENST00000462250.2	47	ENST00000462250	TOL	chili	N064
SRR32060341	H1_TRUNCATED	20	-27	ENST00000469637.1	47	ENST00000469637	TOL	chili	N064
SRR32060341	H1_TRUNCATED	14	-44	ENST00000471289.2	58	ENST00000471289	TOL	chili	N064
SRR32060341	H2_TRUNCATED	90	-29	ENST00000476177.6	61	ENST00000476177	TOL	chili	N064
SRR32060341	H2_TRUNCATED	25	-23	ENST00000477118.2	2	ENST00000477118	TOL	chili	N064
SRR32060341	H2_TRUNCATED	73	-60	ENST00000481511.5	13	ENST00000481511	TOL	chili	N064
SRR32060341	H1_TRUNCATED	1	-39	ENST00000485928.5	40	ENST00000485928	TOL	chili	N064
SRR32060341	H1_TRUNCATED	13	-50	ENST00000493669.2	63	ENST00000493669	TOL	chili	N064
SRR32060341	H2_TRUNCATED	58	-15	ENST00000505131.1	43	ENST00000505131	TOL	chili	N064
SRR32060341	H2_TRUNCATED	68	-29	ENST00000507512.1	39	ENST00000507512	TOL	chili	N064
SRR32060341	H2_TRUNCATED	65	-63	ENST00000508457.1	2	ENST00000508457	TOL	chili	N064
SRR32060341	H1_TRUNCATED	25	-11	ENST00000510085.1	36	ENST00000510085	TOL	chili	N064
SRR32060341	H1_TRUNCATED	63	-28	ENST00000510303.6	91	ENST00000510303	TOL	chili	N064
SRR32060341	H1_TRUNCATED	33	-18	ENST00000511629.6	51	ENST00000511629	TOL	chili	N064
SRR32060341	H2_TRUNCATED	152	-88	ENST00000612897.4	64	ENST00000612897	TOL	chili	N064
SRR32060341	H2_TRUNCATED	96	-32	ENST00000613460.4	64	ENST00000613460	TOL	chili	N064
SRR32060341	H2_TRUNCATED	85	-66	ENST00000616557.1	19	ENST00000616557	TOL	chili	N064
SRR32060341	H1_TRUNCATED	1	-65	ENST00000625766.2	66	ENST00000625766	TOL	chili	N064
SRR32060341	H2_TRUNCATED	64	-28	ENST00000626212.2	36	ENST00000626212	TOL	chili	N064
SRR32060341	H2_TRUNCATED	89	-53	ENST00000628452.2	36	ENST00000628452	TOL	chili	N064
SRR32060341	H2_TRUNCATED	117	-93	ENST00000629151.2	24	ENST00000629151	TOL	chili	N064
SRR32060341	H2_TRUNCATED	36	-11	ENST00000636686.1	25	ENST00000636686	TOL	chili	N064
SRR32060341	H2_TRUNCATED	49	-25	ENST00000640119.1	24	ENST00000640119	TOL	chili	N064
SRR32060341	H2_TRUNCATED	12	-11	ENST00000641413.1	1	ENST00000641413	TOL	chili	N064
SRR32060341	H2_TRUNCATED	50	-49	ENST00000643561.1	1	ENST00000643561	TOL	chili	N064
SRR32060341	H2_TRUNCATED	79	-61	ENST00000650532.1	18	ENST00000650532	TOL	chili	N064
SRR32060341	H1_TRUNCATED	41	-17	ENST00000674278.1	58	ENST00000674278	TOL	chili	N064
SRR32060341	H2_TRUNCATED	67	-23	ENST00000675347.1	44	ENST00000675347	TOL	chili	N064
SRR32060341	H2_TRUNCATED	72	-66	ENST00000678559.1	6	ENST00000678559	TOL	chili	N064
SRR32060341	H2_TRUNCATED	45	-17	ENST00000679709.1	28	ENST00000679709	TOL	chili	N064
SRR32060341	H1_TRUNCATED	32	-11	ENST00000695599.1	43	ENST00000695599	TOL	chili	N064
SRR32060341	H2_TRUNCATED	48	-23	ENST00000696852.1	25	ENST00000696852	TOL	chili	N064
SRR32060341	H1_TRUNCATED	28	-61	ENST00000697012.1	89	ENST00000697012	TOL	chili	N064
SRR32060341	H1_TRUNCATED	31	-20	ENST00000698707.1	51	ENST00000698707	TOL	chili	N064
SRR32060341	H2_TRUNCATED	71	-21	ENST00000699416.1	50	ENST00000699416	TOL	chili	N064
SRR32060341	H2_TRUNCATED	38	-18	ENST00000705349.1	20	ENST00000705349	TOL	chili	N064
SRR32060341	H1_TRUNCATED	9	-34	ENST00000714033.1	43	ENST00000714033	TOL	chili	N064
SRR32060215	H1_TRUNCATED	199	-503	ENST00000546957.2	702	ENST00000546957	AC	control	N015
SRR32060216	H2_TRUNCATED	96	-87	ENST00000223641.5	9	ENST00000223641	TOL	chili	N022
SRR32060216	H1_TRUNCATED	130	-21	ENST00000239852.10	151	ENST00000239852	TOL	chili	N022
SRR32060216	H2_TRUNCATED	130	-12	ENST00000291722.11	118	ENST00000291722	TOL	chili	N022
SRR32060216	H2_TRUNCATED	304	-102	ENST00000294454.6	202	ENST00000294454	TOL	chili	N022
SRR32060216	H2_TRUNCATED	168	-99	ENST00000318160.5	69	ENST00000318160	TOL	chili	N022
SRR32060216	H2_TRUNCATED	92	-28	ENST00000341298.3	64	ENST00000341298	TOL	chili	N022
SRR32060216	H2_TRUNCATED	157	-104	ENST00000357977.5	53	ENST00000357977	TOL	chili	N022
SRR32060216	H2_TRUNCATED	184	-42	ENST00000366654.5	142	ENST00000366654	TOL	chili	N022
SRR32060216	H2_TRUNCATED	92	-28	ENST00000368400.5	64	ENST00000368400	TOL	chili	N022
SRR32060216	H2_TRUNCATED	56	-36	ENST00000372556.3	20	ENST00000372556	TOL	chili	N022
SRR32060216	H2_TRUNCATED	105	-51	ENST00000377049.4	54	ENST00000377049	TOL	chili	N022
SRR32060216	H2_TRUNCATED	126	-82	ENST00000388782.8	44	ENST00000388782	TOL	chili	N022
SRR32060216	H1_TRUNCATED	20	-33	ENST00000395391.2	53	ENST00000395391	TOL	chili	N022
SRR32060216	H1_TRUNCATED	58	-38	ENST00000397143.3	96	ENST00000397143	TOL	chili	N022
SRR32060216	H1_TRUNCATED	30	-19	ENST00000414062.5	49	ENST00000414062	TOL	chili	N022
SRR32060216	H1_TRUNCATED	4	-64	ENST00000416107.5	68	ENST00000416107	TOL	chili	N022
SRR32060216	H2_TRUNCATED	99	-24	ENST00000423313.6	75	ENST00000423313	TOL	chili	N022
SRR32060216	H2_TRUNCATED	64	-23	ENST00000428610.5	41	ENST00000428610	TOL	chili	N022
SRR32060216	H1_TRUNCATED	4	-33	ENST00000429938.1	37	ENST00000429938	TOL	chili	N022
SRR32060216	H1_TRUNCATED	7	-62	ENST00000430372.1	69	ENST00000430372	TOL	chili	N022
SRR32060216	H1_TRUNCATED	14	-91	ENST00000433833.1	105	ENST00000433833	TOL	chili	N022
SRR32060216	H2_TRUNCATED	60	-38	ENST00000439674.1	22	ENST00000439674	TOL	chili	N022
SRR32060216	H1_TRUNCATED	1	-44	ENST00000442563.5	45	ENST00000442563	TOL	chili	N022
SRR32060216	H2_TRUNCATED	71	-59	ENST00000443059.1	12	ENST00000443059	TOL	chili	N022
SRR32060216	H1_TRUNCATED	2	-34	ENST00000444363.5	36	ENST00000444363	TOL	chili	N022
SRR32060216	H1_TRUNCATED	27	-19	ENST00000445790.1	46	ENST00000445790	TOL	chili	N022
SRR32060216	H2_TRUNCATED	135	-57	ENST00000447096.1	78	ENST00000447096	TOL	chili	N022
SRR32060216	H2_TRUNCATED	47	-18	ENST00000455839.5	29	ENST00000455839	TOL	chili	N022
SRR32060216	H1_TRUNCATED	64	-64	ENST00000464525.5	128	ENST00000464525	TOL	chili	N022
SRR32060216	H2_TRUNCATED	77	-56	ENST00000465118.6	21	ENST00000465118	TOL	chili	N022
SRR32060216	H2_TRUNCATED	19	-13	ENST00000467991.2	6	ENST00000467991	TOL	chili	N022
SRR32060216	H1_TRUNCATED	10	-63	ENST00000469154.5	73	ENST00000469154	TOL	chili	N022
SRR32060216	H2_TRUNCATED	47	-28	ENST00000469637.1	19	ENST00000469637	TOL	chili	N022
SRR32060216	H2_TRUNCATED	58	-43	ENST00000471289.2	15	ENST00000471289	TOL	chili	N022
SRR32060216	H2_TRUNCATED	118	-66	ENST00000471462.2	52	ENST00000471462	TOL	chili	N022
SRR32060216	H2_TRUNCATED	29	-14	ENST00000472967.2	15	ENST00000472967	TOL	chili	N022
SRR32060216	H2_TRUNCATED	205	-77	ENST00000473532.6	128	ENST00000473532	TOL	chili	N022
SRR32060216	H1_TRUNCATED	1	-38	ENST00000475180.5	39	ENST00000475180	TOL	chili	N022
SRR32060216	H2_TRUNCATED	84	-57	ENST00000476423.5	27	ENST00000476423	TOL	chili	N022
SRR32060216	H2_TRUNCATED	58	-15	ENST00000476484.5	43	ENST00000476484	TOL	chili	N022
SRR32060216	H2_TRUNCATED	111	-13	ENST00000480716.1	98	ENST00000480716	TOL	chili	N022
SRR32060216	H2_TRUNCATED	72	-57	ENST00000481511.5	15	ENST00000481511	TOL	chili	N022
SRR32060216	H2_TRUNCATED	50	-43	ENST00000481543.1	7	ENST00000481543	TOL	chili	N022
SRR32060216	H2_TRUNCATED	112	-41	ENST00000482246.5	71	ENST00000482246	TOL	chili	N022
SRR32060216	H2_TRUNCATED	21	-13	ENST00000487453.1	8	ENST00000487453	TOL	chili	N022
SRR32060216	H1_TRUNCATED	9	-45	ENST00000489512.5	54	ENST00000489512	TOL	chili	N022
SRR32060216	H1_TRUNCATED	2	-16	ENST00000490633.1	18	ENST00000490633	TOL	chili	N022
SRR32060216	H1_TRUNCATED	17	-30	ENST00000491463.4	47	ENST00000491463	TOL	chili	N022
SRR32060216	H2_TRUNCATED	236	-184	ENST00000494426.2	52	ENST00000494426	TOL	chili	N022
SRR32060216	H2_TRUNCATED	56	-30	ENST00000494695.4	26	ENST00000494695	TOL	chili	N022
SRR32060216	H1_TRUNCATED	32	-25	ENST00000497979.5	57	ENST00000497979	TOL	chili	N022
SRR32060216	H1_TRUNCATED	55	-53	ENST00000498535.1	108	ENST00000498535	TOL	chili	N022
SRR32060216	H2_TRUNCATED	66	-39	ENST00000504110.2	27	ENST00000504110	TOL	chili	N022
SRR32060216	H2_TRUNCATED	55	-15	ENST00000504358.1	40	ENST00000504358	TOL	chili	N022
SRR32060216	H2_TRUNCATED	68	-34	ENST00000507512.1	34	ENST00000507512	TOL	chili	N022
SRR32060216	H1_TRUNCATED	25	-20	ENST00000509448.5	45	ENST00000509448	TOL	chili	N022
SRR32060216	H2_TRUNCATED	62	-30	ENST00000527118.5	32	ENST00000527118	TOL	chili	N022
SRR32060216	H2_TRUNCATED	139	-29	ENST00000557985.2	110	ENST00000557985	TOL	chili	N022
SRR32060216	H1_TRUNCATED	9	-41	ENST00000614832.4	50	ENST00000614832	TOL	chili	N022
SRR32060216	H2_TRUNCATED	72	-21	ENST00000644196.1	51	ENST00000644196	TOL	chili	N022
SRR32060216	H2_TRUNCATED	22	-20	ENST00000646481.1	2	ENST00000646481	TOL	chili	N022
SRR32060216	H2_TRUNCATED	39	-18	ENST00000648702.1	21	ENST00000648702	TOL	chili	N022
SRR32060216	H2_TRUNCATED	78	-58	ENST00000650532.1	20	ENST00000650532	TOL	chili	N022
SRR32060216	H1_TRUNCATED	12	-39	ENST00000671421.1	51	ENST00000671421	TOL	chili	N022
SRR32060216	H2_TRUNCATED	81	-48	ENST00000674648.1	33	ENST00000674648	TOL	chili	N022
SRR32060216	H1_TRUNCATED	46	-23	ENST00000677681.1	69	ENST00000677681	TOL	chili	N022
SRR32060216	H2_TRUNCATED	73	-69	ENST00000678559.1	4	ENST00000678559	TOL	chili	N022
SRR32060216	H1_TRUNCATED	2	-39	ENST00000679659.1	41	ENST00000679659	TOL	chili	N022
SRR32060216	H2_TRUNCATED	177	-30	ENST00000683161.1	147	ENST00000683161	TOL	chili	N022
SRR32060216	H2_TRUNCATED	57	-18	ENST00000684399.1	39	ENST00000684399	TOL	chili	N022
SRR32060216	H2_TRUNCATED	90	-14	ENST00000688016.1	76	ENST00000688016	TOL	chili	N022
SRR32060216	H2_TRUNCATED	43	-12	ENST00000695599.1	31	ENST00000695599	TOL	chili	N022
SRR32060216	H2_TRUNCATED	89	-62	ENST00000697012.1	27	ENST00000697012	TOL	chili	N022
SRR32060216	H2_TRUNCATED	77	-21	ENST00000704009.1	56	ENST00000704009	TOL	chili	N022
SRR32060216	H2_TRUNCATED	43	-35	ENST00000714033.1	8	ENST00000714033	TOL	chili	N022
SRR32060216	H2_TRUNCATED	38	-14	ENST00000714460.1	24	ENST00000714460	TOL	chili	N022
SRR32060234	H1_TRUNCATED	18	-59	ENST00000275036.11	77	ENST00000275036	AC	control	N159
SRR32060234	H1_TRUNCATED	77	-24	ENST00000408925.4	101	ENST00000408925	AC	control	N159
SRR32060234	H1_TRUNCATED	6	-90	ENST00000415497.6	96	ENST00000415497	AC	control	N159
SRR32060234	H1_TRUNCATED	52	-20	ENST00000477162.1	72	ENST00000477162	AC	control	N159
SRR32060234	H1_TRUNCATED	20	-17	ENST00000483377.5	37	ENST00000483377	AC	control	N159
SRR32060234	H1_TRUNCATED	24	-14	ENST00000486585.2	38	ENST00000486585	AC	control	N159
SRR32060234	H1_TRUNCATED	14	-29	ENST00000521962.1	43	ENST00000521962	AC	control	N159
SRR32060234	H1_TRUNCATED	49	-137	ENST00000534762.5	186	ENST00000534762	AC	control	N159
SRR32060234	H1_TRUNCATED	6	-90	ENST00000616010.4	96	ENST00000616010	AC	control	N159
SRR32060234	H1_TRUNCATED	1	-41	ENST00000648635.1	42	ENST00000648635	AC	control	N159
SRR32060234	H1_TRUNCATED	3	-45	ENST00000673989.1	48	ENST00000673989	AC	control	N159
SRR32060234	H1_TRUNCATED	18	-79	ENST00000706660.1	97	ENST00000706660	AC	control	N159
SRR32060240	H1_TRUNCATED	6	-12	ENST00000366254.2	18	ENST00000366254	AC	control	N149
SRR32060240	H1_TRUNCATED	42	-12	ENST00000428425.1	54	ENST00000428425	AC	control	N149
SRR32060240	H1_TRUNCATED	1	-51	ENST00000435633.5	52	ENST00000435633	AC	control	N149
SRR32060240	H1_TRUNCATED	3	-41	ENST00000436146.2	44	ENST00000436146	AC	control	N149
SRR32060240	H1_TRUNCATED	43	-20	ENST00000450375.5	63	ENST00000450375	AC	control	N149
SRR32060240	H1_TRUNCATED	38	-47	ENST00000460513.5	85	ENST00000460513	AC	control	N149
SRR32060240	H1_TRUNCATED	38	-63	ENST00000469515.6	101	ENST00000469515	AC	control	N149
SRR32060240	H1_TRUNCATED	18	-18	ENST00000472637.5	36	ENST00000472637	AC	control	N149
SRR32060240	H1_TRUNCATED	32	-28	ENST00000481629.1	60	ENST00000481629	AC	control	N149
SRR32060240	H1_TRUNCATED	3	-14	ENST00000489817.1	17	ENST00000489817	AC	control	N149
SRR32060240	H1_TRUNCATED	3	-16	ENST00000491674.1	19	ENST00000491674	AC	control	N149
SRR32060240	H1_TRUNCATED	115	-30	ENST00000492509.5	145	ENST00000492509	AC	control	N149
SRR32060240	H2_TRUNCATED	242	-47	ENST00000559255.1	195	ENST00000559255	AC	control	N149
SRR32060240	H1_TRUNCATED	73	-37	ENST00000647248.2	110	ENST00000647248	AC	control	N149
SRR32060240	H1_TRUNCATED	13	-50	ENST00000690298.1	63	ENST00000690298	AC	control	N149
