Transcript_ID_clean	mean_strict_contribution_AC	mean_strict_contribution_TOL	mean_TPM_AC	mean_TPM_TOL	Amyloid_Index_max	gene_name	gene_id	biotype	delta_strict_contribution_AC_minus_TOL	delta_TPM_AC_minus_TOL	log2FC_AC_minus_TOL	FDR	baseMean_counts
ENST00000418937		-5.132288618156168		6.84244	-0.7500670114612268	AACS	ENSG00000081760.17				0.08066984216372175	0.975733783386957	14.826535
ENST00000418976		-0.36707955735931624		4.419703	-0.0830552476255279	SWI5	ENSG00000175854.15						
ENST00000418978	0.17255135959177437	0.48834660482098735	1.50729	4.26586	0.11447787681275248	LUC7L	ENSG00000007392.17		-0.315795245229213	-2.7585702			
ENST00000418994	-2.254872714209045	-2.205476369782257	7.9144	7.7410235	-0.2849075969772274	CAPN7	ENSG00000131375.10		-0.0493963444267882	0.17337656	0.43282096385955815	0.9223758621022148	55.853916
ENST00000419106	-22.572959119681165	-25.92468429558736	16.2207	18.629215	-1.3916144235127847	VSTM1	ENSG00000189068.11		3.3517251759061963	-2.408516	-1.1698792775472007	0.8441799177490186	8.011348
ENST00000419113		27.247291069298438		70.1871	0.3882093689478202	NDUFA3	ENSG00000170906.16				0.0707313537597658	0.9883216244745094	165.78232
ENST00000419343		0.9117531446957393		2.11004	0.4321023139621625	PDCD5	ENSG00000105185.12						
ENST00000419370	-28.288802486165054	-35.36332795114827	34.3866	42.986076	-0.8226693788862087	NFU1	ENSG00000169599.13		7.074525464983218	-8.599476	-0.7813306649525962	0.8441799177490186	66.082855
ENST00000419378	-7.662634816916227		3.00778		-2.5476047535588635	HMGN1	ENSG00000205581.11						
ENST00000419385	0.015825035451232414	0.010956803194411812	5.0684533	3.5092525	0.003122261314344077	MTAP	ENSG00000099810.21		0.004868232256820601	1.5592008	-0.26514082749684675	0.9357114838073706	29.859924
ENST00000419433		0.960085854814702		1.4363849	0.668404272473213	STK36	ENSG00000163482.12						
ENST00000419612		2.3554510985710815		4.0716	0.5785074961985763	NOL4L	ENSG00000197183.15						
ENST00000419740		-1.9647511762095962		2.451035	-0.8016006127961163	ZHX3	ENSG00000174306.22						
ENST00000419783	0.7994629937435902	0.4528584670582404	4.436535	2.5130901	0.18019985931779778	GPX1	ENSG00000233276.9		0.3466045266853498	1.9234447			
ENST00000419799	-13.53927734426538		24.2401		-0.558548721481378	NOD1	ENSG00000106100.11						
ENST00000419850		2.1756815055470615		4.68654	0.46424045173648854	TRIM5	ENSG00000132256.20						
ENST00000419909	-1.1306030126296531	-1.3974628579361392	1.272405	1.86976	-0.36457593103540586	TEX35	ENSG00000240021.10		0.2668598453064861	-0.597355			
ENST00000419958	-4.404020104694112		12.9565		-0.339908160887667	RPA2	ENSG00000117748.10						
ENST00000420066	-20.300808166055216		22.858		-0.8881270602077119	SLC35F5	ENSG00000115084.15						
ENST00000420101	-1.477746159132198		2.03597		-0.7258192306429088	SEMA4D	ENSG00000187764.12						
ENST00000420137	-8.530225201029728	-9.325652397427671	24.248875	26.510036	-0.3517781711426639	DNAJB14	ENSG00000164031.17		0.7954271963979433	-2.2611618	0.17540205319722446	0.8939532754243553	421.50586
ENST00000420189	-149.33717857784237	-149.0881574893415	71.46942	71.35025	-2.089525362268576	RETREG2	ENSG00000144567.11		-0.2490210885008537	0.11917114	-0.16221385002136213	0.8875155061065808	467.36386
ENST00000420191	3.5669843466920317	3.6177903983899062	7.247308	7.350534	0.49218062802496343	DNAJC5G	ENSG00000163793.13		-0.050806051697874555	-0.103226185	-0.2008306513230007	0.915166934696493	8.467923
ENST00000420296		10.778259137369808		17.5551	0.6139674198465418	NDUFA3	ENSG00000170906.16						
ENST00000420397	36.266830255282315	43.31703276739843	83.67725	99.943954	0.43341325710742523	MARCHF7	ENSG00000136536.15		-7.050202512116115	-16.2667	0.20478785832722934	0.8898476686514644	370.16013
ENST00000420482	2.103203610869068	4.392900694264631	2.21158	4.619263	0.9509959280984669	PTPN4	ENSG00000088179.9		-2.2896970833955628	-2.4076831			
ENST00000420525	-19.898669942687217	-23.778102048705126	21.108038	25.245367	-0.9411258957826485	MLLT10	ENSG00000078403.17		3.8794321060179087	-4.137329	-0.04237101078033456	0.9888595774782596	39.10405
ENST00000420591	-2.5153854089528815		2.85899		-0.879816106187514	SNED1	ENSG00000162804.15						
ENST00000420646	-0.26647234641596884	-0.09896181652980697	4.44887	1.65221	-0.05989663341759688	SNCA	ENSG00000145335.17		-0.16751052988616189	2.7966602			
ENST00000420647	0.8784670600377098	0.43206018172509364	4.332895	2.1310658	0.2027436852640098	ABHD1	ENSG00000143994.14		0.44640687831261616	2.201829	-0.290505904952685	0.8884826229377968	12.090909
ENST00000420712	-33.45236545331792	-40.82707444002677	21.738602	26.530962	-1.5388463519708466	RPL37A	ENSG00000197756.10		7.374708986708853	-4.7923603	0.09617003997166962	0.971065104775049	21.403217
ENST00000420786	-2.775677967092702		5.08479		-0.5458785597146093	SEPTIN2	ENSG00000168385.18						
ENST00000420814	-31.136250836345667	-63.498597161616054	18.336775	43.857002	-1.1038125824123544	ARIH2	ENSG00000177479.20		32.36234632527039	-25.520227	-1.23452738126119	0.8441799177490186	81.87533
ENST00000420833	-1.1450542835398332	-3.030140012029747	2.9962168	7.928843	-0.3821667072513399	TMEM106B	ENSG00000106460.20		1.8850857284899136	-4.9326262	-0.5902250885963438	0.8700002129577329	19.446104
ENST00000420864	4.76528030666815	4.665573983917106	5.03238	4.927085	0.9469237782880711	MTX2	ENSG00000128654.14		0.09970632275104396	0.10529518	-0.009175316492716412	0.9982993669434965	51.454136
ENST00000421069	9.915200576749763	12.886322811752118	24.822216	32.260273	0.3994486629137453	VPS8	ENSG00000156931.16		-2.9711222350023547	-7.438057	0.05397049585978175	0.9845889969635274	52.82738
ENST00000421177	0.7915706739778353		1.30148		0.6082080712837468	NSG1	ENSG00000168824.15						
ENST00000421258	0.36021953168309356		1.09873		0.32785082973164287	TFRC	ENSG00000072274.14						
ENST00000421278		-0.18765085780253932		2.66219	-0.07048740344912274	UBAP2	ENSG00000137073.24						
ENST00000421433	-4.232603387972245		10.1683		-0.4162547843061407	GIGYF2	ENSG00000204120.16						
ENST00000421525	-4.2505629113613566	-12.896941991216552	4.8304796	14.65651	-0.879946295572257	ZNF561	ENSG00000171469.11		8.646379079855196	-9.826031	-0.4845858832200368	0.8630446124417473	7.1205444
ENST00000421556	-0.857552171784076		1.3552		-0.6327864069611884	RASGRP2	ENSG00000068831.19						
ENST00000421708		-4.299880742090194		3.5508	-1.2109610901983947	MIDEAS	ENSG00000156030.14						
ENST00000421757	-0.8090057117609949	-0.4512401081014679	3.3943367	1.8932632	-0.23833985903573027	FNDC3B	ENSG00000075420.13		-0.357765603659527	1.5010735	0.4873050242662429	0.8768268147553455	17.90909
ENST00000421839	-5.4346055414453325	-2.3651644887917245	12.32146	5.3623543	-0.4410683241196735	FKBP1B	ENSG00000119782.14		-3.069441052653608	6.9591055	-0.45960294405619306	0.8778150188958188	12.0
ENST00000421864	-1.5909081363872062	-3.7534083685386386	5.32448	12.5619755	-0.29879126589394805	ZNF277	ENSG00000198839.10		2.1625002321514324	-7.2374954	-0.46878163417180385	0.8922381476701576	33.554016
ENST00000421915	-2.4596003565662876		2.46191		-0.9990618451490656	AGBL5	ENSG00000084693.16						
ENST00000422029	13.328387739010847	6.930690410307235	10.1736	5.3377	1.3100954904000328	NDUFA3	ENSG00000170906.16		6.397697328703612	4.8359003			
ENST00000422266		-0.9309986599481569		1.65982	-0.5609034003994511	MDC1	ENSG00000137337.16						
ENST00000422358	27.128946608199747	26.244379301092177	60.100647	50.943203	0.6343328612078665	RAP1B	ENSG00000127314.18		0.8845673071075701	9.157444	0.05652880668640137	0.972410176508582	76.65174
ENST00000422453	-64.17001233290412	-71.27512248715372	80.443146	89.350075	-0.797706363793435	CNBP	ENSG00000169714.17		7.105110154249601	-8.906929	0.1366434892018633	0.8735422706802926	1243.8724
ENST00000422622		3.6824517844119122		2.40635	1.530306040868873	SSPN	ENSG00000123096.12				0.6441317319869997	0.8441799177490186	88.8973
ENST00000422754	0.4593130321969205	1.4996500565311577	1.34553	4.393135	0.3413621553543086	IVNS1ABP	ENSG00000116679.16		-1.0403370243342371	-3.047605			
ENST00000422786	0.3288871386168381		1.55652		0.21129644446858514	EIF2AK1	ENSG00000086232.13						
ENST00000422797	-0.6828578663193344	-1.4060984469584068	3.2011673	6.5916452	-0.21331525688259792	LIMS1	ENSG00000169756.17		0.7232405806390724	-3.390478	0.015631790955861424	0.996612520588588	16.169285
ENST00000422838	-0.13188908552026252	-0.2195589193272299	2.7984	4.6585636	-0.047130177617243696	RANGAP1	ENSG00000100401.21		0.08766983380696738	-1.8601637	-0.6131899952888489	0.8441799177490186	9.727273
ENST00000422948	-17.864469113774465	-28.67428940575977	35.41776	56.8491	-0.5043930178013879	BAG6	ENSG00000204463.14		10.809820291985304	-21.43134	-0.22387302319208757	0.922586483214585	72.865746
ENST00000423105	-27.535982204501245	-15.633353542616833	26.06051	14.795665	-1.0566171758665293	NIFK	ENSG00000155438.12		-11.902628661884412	11.264846	0.5313908179601032	0.9124477646511893	25.3937
ENST00000423108	0.7703730261698278	0.8697935215905115	4.403645	4.971957	0.17493985537351917	RPUSD3	ENSG00000156990.14		-0.09942049542068365	-0.56831217	-0.312222382426262	0.9044119157015192	10.454545
ENST00000423147		0.5846131304654965		1.10648	0.5283539957303565	MRPL10	ENSG00000159111.13						
ENST00000423281	-5.390843727184142	-5.378472550718894	11.666861	11.640086	-0.4620646582980276	ELAVL2	ENSG00000107105.15		-0.012371176465247657	0.026774406	-0.5035267780224484	0.8758627769227518	13.302695
ENST00000423313		0.44657463581743473		10.216845	0.04370964374088175	KIAA0040	ENSG00000235750.10				-0.334618952665672	0.961696993384665	34.60345
ENST00000423362	0.7033082667299121	-1.7056984752522777	4.6206503	3.425454	0.6909368525689301	ZNF672	ENSG00000171161.13		2.4090067419821897	1.1951964	-0.6688523213068643	0.8441799177490186	9.438959
ENST00000423557		5.950238984887763		8.07061	0.7372725172803679	IL10	ENSG00000136634.7				-0.023788154125213623	0.995433853626532	17.50631
ENST00000423776	5.142120443823435	2.775645161672	4.50358	2.43097	1.1417850548228787	CRHR2	ENSG00000106113.19		2.366475282151435	2.0726101			
ENST00000423831	-1.3308761736548727	-2.4936594584204888	3.7774	7.077705	-0.3523259940016226	ENPP3	ENSG00000154269.15		1.162783284765616	-3.300305			
ENST00000423894	-12.198654178403228	-3.075624925660499	31.44777	7.92887	-0.38790205163311386	CMC1	ENSG00000187118.14		-9.123029252742729	23.518898	2.1727720399697623	0.8441799177490186	55.849022
ENST00000423900	0.23457289963721614	0.17468231115782237	12.000884	8.936847	0.019546302669706916	MEI1	ENSG00000167077.13		0.05989058847939377	3.0640373			
ENST00000423927	1.1505716229551126	1.8819185539904213	3.7239969	6.09111	0.30896150618150897	KNTC1	ENSG00000184445.12		-0.7313469310353087	-2.3671134	-0.6279109130303067	0.8441799177490186	14.53273
ENST00000423938	-1.4422989730633307	-3.7065136870340125	2.35669	6.056375	-0.6120020095670753	MUC20	ENSG00000176945.18		2.2642147139706816	-3.699685			
ENST00000424007		-0.1777943680344433		3.584875	-0.04959569377929542	ARHGAP26	ENSG00000145819.18						
ENST00000424110		-5.285324429079379		3.68301	-1.4350556429881798	PUM2	ENSG00000055917.17						
ENST00000424163		-0.5272586422119462		2.1124	-0.24960169877907373	FBXO11	ENSG00000138081.22						
ENST00000424216		0.0033517535117863176		1.07813	0.0031088583850525154	GZF1	ENSG00000125812.16						
ENST00000424339	-5.36589349116974		7.72855		-0.6942949868776449	EPHA4	ENSG00000116106.12						
ENST00000424358	-137.51228199326977	-112.6582981375307	107.944496	88.4346	-1.2739165109592907	MMP24OS	ENSG00000126005.17		-24.85398385573906	19.509895	0.1399304548899334	0.9310547031794343	270.75967
ENST00000424385	-0.480289782528752	-3.3545167157632925	1.01406	7.08256	-0.4736305276261109	KYNU	ENSG00000115919.15		2.8742269332345405	-6.0685			
ENST00000424424	0.1268813970563713	0.13745674137758496	4.792815	5.1922874	0.02647325235920648	PRNP	ENSG00000171867.18		-0.010575344321213653	-0.39947224	0.4862648407618204	0.8710047163337261	85.15706
ENST00000424425	0.44725384752503944	0.3225802602448417	1.51564	1.09315	0.29509239761016115	BLTP1	ENSG00000138688.17		0.12467358728019773	0.42249	-0.6870781024297077	0.8441799177490186	4.9739
ENST00000424431	0.4320670236136445		1.57516		0.2743003988997236	C9orf57	ENSG00000204669.11						
ENST00000424478		-1.9261784065713272		1.62816	-1.1830400002160997	PRPF39	ENSG00000185246.18						
ENST00000424527		1.0902987667805069		6.85553	0.15903931031316065	PCCA	ENSG00000175198.17						
ENST00000424614	-7.696318865554875	-6.880580415985348	10.235755	9.15086	-0.7519053446049045	OPTN	ENSG00000123240.17		-0.815738449569527	1.0848951	-0.01471835325161619	0.9971215435252455	7.2447963
ENST00000424702	11.618411969009827	19.635371457510455	17.594963	29.735874	0.6603260098024472	LSM8	ENSG00000128534.8		-8.016959488500628	-12.140911	-0.5665767351786295	0.8441799177490186	412.94266
ENST00000424721	-83.72341806247005	-99.93187523350375	72.96782	87.09405	-1.147401845152378	VPS8	ENSG00000156931.16		16.2084571710337	-14.126228	-0.9666892925898241	0.8441799177490186	170.59169
ENST00000425006	-0.3281685250391101	-6.1703543179051215	6.51196	20.46425	-0.05039474068673102	VSTM1	ENSG00000189068.11		5.842185792866012	-13.952291	-0.11343663930892944	0.978496968944829	12.352383
ENST00000425030	1.145090146369874	0.9255403819867624	53.033337	42.865177	0.021591894600081506	CFLAR	ENSG00000003402.21		0.21954976438311158	10.1681595	-0.4564317961533866	0.9126352965647616	56.2449
ENST00000425096	-7.65623727072011	-16.108523220564464	7.7324724	16.26892	-0.9901408823155273	CEP250	ENSG00000126001.17		8.452285949844354	-8.5364485	-0.8267511983712514	0.8441799177490186	16.553675
ENST00000425186		-0.9288739370296812		2.87742	-0.32281486666162945	CLYBL	ENSG00000125246.16						
ENST00000425236	-0.5270393333091881		1.30721		-0.403178789928435	SH3GLB2	ENSG00000148341.18						
ENST00000425402	1.334115992063995	1.457118909512072	1.71005	1.8677133	0.780161984931129	SLC25A48	ENSG00000145832.16		-0.12300291744807712	-0.15766335			
ENST00000425424	0.6518581977594027	0.5784618867810816	2.72684	2.41981	0.23905260050584545	SAPCD1	ENSG00000228727.10		0.07339631097832111	0.30702996			
ENST00000425444	-0.4057095376602151	-1.5166566945533688	1.5108349	3.9985251	-0.11759928054983577	SGCE	ENSG00000127990.19		1.1109471568931537	-2.4876902	-0.5258023341496785	0.8679970893923662	16.823027
ENST00000425488	-6.8057012656233935		14.1621		-0.4805573568432832	FLACC1	ENSG00000155749.13						
ENST00000425521	0.9268862005152485	2.299089993494533	2.9732451	7.37497	0.3117422858933955	ZBTB21	ENSG00000173276.14		-1.3722037929792843	-4.401725			
ENST00000425533	-11.531717990028051		10.7716		-1.0705668829788444	SMIM27	ENSG00000235453.12						
ENST00000425671	0.8546150430190211	0.9354987051366876	8.469413	9.2709875	0.10090605604330963	SFI1	ENSG00000198089.16		-0.08088366211766651	-0.8015747	-0.11948828498522457	0.9683704867253099	17.554474
ENST00000425676	0.8281908827779495	0.8287356365526035	1.538105	1.5391167	0.5384488763487717	FANCG	ENSG00000221829.11		-0.0005447537746540165	-0.0010117292			
ENST00000425834	-0.8483076006059861	-0.7783714708181703	3.66379	3.36174	-0.2315382664083825	WDR83	ENSG00000123154.12		-0.06993612978781583	0.30204988	0.015115209420522024	0.9948631268004796	10.524079
ENST00000425899	3.9130915145535603	4.055196026299523	8.352577	8.655903	0.468489102790839	SEPTIN2	ENSG00000168385.18		-0.14210451174596272	-0.30332565	-0.4111679792404175	0.8572590508192912	13.994726
ENST00000426094		-3.14005327665498		1.72131	-1.8242229703511939	LUC7L	ENSG00000007392.17						
ENST00000426163	-0.6049921019245342	-0.46821291954505995	1.37723	1.06586	-0.4392818053339681	KLF7	ENSG00000118263.16		-0.13677918237947428	0.31137002			
ENST00000426198		-0.6908801257176821		1.85822	-0.3717967370439784	URGCP	ENSG00000106608.17						
ENST00000426296	-1.1357531561160306	-0.9228707115611596	5.012165	5.04351	-0.1275842672405903	SIGLEC11	ENSG00000161640.15		-0.21288244455487093	-0.03134489			
ENST00000426402	16.202055415239712	41.327096235149604	27.0112	68.89832	0.5998273103204654	TRGV2	ENSG00000233306.2		-25.12504081990989	-41.887123	-0.5470977385838829	0.9170569830671943	59.43726
ENST00000426447	-5.409148392057323	-4.14648299272602	2.51757	1.9298899	-2.148559266170353	PDAP1	ENSG00000106244.13		-1.2626653993313024	0.5876801			
ENST00000426450		0.09323200431488932		2.824105	0.033012938085314844	PALS2	ENSG00000105926.16						
ENST00000426541	2.939633359470064	4.463071663161461	26.015701	39.4981	0.11299458972702223	RBSN	ENSG00000131381.12		-1.523438303691397	-13.482399	-0.6236186345418298	0.8441799177490186	48.73088
ENST00000426620	4.771055512644264	7.826820470594669	5.9295797	9.727357	0.804619472912299	OXSR1	ENSG00000172939.9		-3.0557649579504043	-3.7977772	-0.6318920016288758	0.8773539494637521	32.589523
ENST00000426637	1.5250766234784192	0.6799076745783119	3.348155	1.49267	0.455497630160038	NQO2	ENSG00000124588.22		0.8451689489001073	1.855485			
ENST00000426638		-0.2318460499409514		1.10377	-0.21004923692351157	BROX	ENSG00000162819.12				0.10475481152534483	0.9674153204967356	9.392039
ENST00000426727	-0.68094677869062	-0.5572559728599525	1.788435	1.77339	-0.314232039016005	UBE2Q2	ENSG00000140367.12		-0.1236908058306675	0.015044928	1.3747151176134744	0.8441799177490186	35.112305
ENST00000426768	-0.4386007750999312	-0.40541888370387363	3.14286	2.90509	-0.13955466806184608	ARHGEF7	ENSG00000102606.20		-0.03318189139605754	0.23776984			
ENST00000426947	3.0009040502999675	8.2561240100705	8.52358	23.450176	0.3520708528690563	OLIG1	ENSG00000184221.13		-5.255219959770534	-14.926597	-0.9389422972997035	0.8510774965694706	100.761055
ENST00000426981	-1.1264424213612747	-0.43588647182620527	3.76291	1.45609	-0.2993540782329003	LIMS2	ENSG00000072163.20		-0.6905559495350695	2.30682			
ENST00000427105	0.6343270659234547	0.6775863561241008	32.519928	34.73769	0.019505797249891144	ZNF564	ENSG00000249709.8		-0.04325929020064612	-2.217762	-0.2616185585657753	0.9300445522912519	51.308792
ENST00000427323	-1.3553924713026864	-1.5055553386311582	2.01326	2.2363076	-0.6732327005226759	XYLB	ENSG00000093217.11		0.15016286732847184	-0.22304773	-0.4333301653464634	0.8447609958959842	10.437427
ENST00000427361	0.14384413609069388	0.3812541438990136	2.53916	6.72996	0.05665028408724741	ERVK3-1	ENSG00000142396.11		-0.2374100078083197	-4.1907997			
ENST00000427417	-0.7615904309275916	-1.1616449484736608	1.08074	1.64844	-0.7046934957178724	COMMD1	ENSG00000173163.11		0.40005451754606924	-0.5677			
ENST00000427455		8.215141265192473		47.8766	0.17158991129104056	HERPUD2	ENSG00000122557.11						
ENST00000427499	-14.922166981259894	-10.761753650959923	23.183401	16.719692	-0.6436573875035696	BUD31	ENSG00000106245.11		-4.160413330299971	6.463709	-0.10779173374176043	0.9627203894298382	50.628014
ENST00000427512		-1.8586043055826393		3.28963	-0.5649888715808804	ZNF772	ENSG00000197128.13				-0.27377846240997306	0.8802424507536256	37.62639
ENST00000427594	-0.8488010488866647		1.34206		-0.6324613414619777	NCKAP5	ENSG00000176771.18						
ENST00000427617	0.050904267469569275	0.05798218825476367	1.78994	2.03882	0.02843909152346045	ZNF589	ENSG00000164048.14		-0.007077920785194397	-0.24888003			
ENST00000427641	-5.171544218819651	-4.436428900416608	6.640205	5.6963253	-0.7788229868909066	NCBP2	ENSG00000114503.11		-0.735115318403043	0.9438796	-0.36565430164337154	0.9336488475909144	10.193086
ENST00000427665		-1.272988020064231		15.4643	-0.08231785514069882	GOLPH3L	ENSG00000143457.11				-0.16152271032333365	0.9357114838073706	19.411348
ENST00000427712		-1.7395582581771876		1.52477	-1.1408659887842885	CARF	ENSG00000138380.18						
ENST00000427726	-25.112258390902852	-24.16733273396266	20.50645	19.963173	-1.1652801631133585	ING3	ENSG00000071243.16		-0.9449256569401925	0.54327774	-1.1474282026290892	0.8441799177490186	90.45528
ENST00000427746	-25.01180834899521	-33.2167293017853	35.548218	47.209526	-0.7036022757178527	HLCS	ENSG00000159267.17		8.20492095279009	-11.661308	-1.1698124637206395	0.8441799177490186	73.60342
ENST00000427759	-0.19382361483475516		1.73103		-0.11197010811645877	ATG7	ENSG00000197548.13						
ENST00000427779	-3.500244325589928	-10.04958119400812	6.27079	19.8798	-0.5055171979275057	PSMD4	ENSG00000159352.16		6.549336868418192	-13.609011	-0.5415124318889866	0.8758627769227518	8.840885
ENST00000427792	3.0831152146021257	4.19659124973191	14.9206505	20.309286	0.2066341108693112	NBAS	ENSG00000151779.14		-1.1134760351297839	-5.3886356	-0.7114921689033507	0.8441799177490186	17.563423
ENST00000427812	-3.5680837444432836	-5.694526953765072	3.127455	4.9913	-1.1408905160529819	ELAPOR2	ENSG00000164659.15		2.1264432093217884	-1.8638451			
ENST00000427826	-5.0154936513631805		4.98012		-1.007102934875631	PHF1	ENSG00000112511.18				-0.2802802562713622	0.9457895386862601	30.393862
ENST00000428068		1.2779910654170847		2.20225	0.5803115283021328	ADGRA2	ENSG00000020181.18						
ENST00000428104		-0.7089177958193257		2.74435	-0.25831902164555787	PDE6D	ENSG00000156973.14						
ENST00000428122		-0.9641039445303845		1.5455	-0.6238136004813679	CFAP57	ENSG00000243710.8						
ENST00000428128	1.4485522033736193	1.8879047848187334	5.0429363	6.5724826	0.28724378391595917	RGPD1	ENSG00000187627.18		-0.439352581445114	-1.5295463	-0.4984795490900673	0.8939532754243553	102.93691
ENST00000428221	0.01775331701302746	0.03490795898808183	1.5397024	3.0274832	0.011530355572240891	E2F6	ENSG00000169016.17		-0.01715464197505437	-1.4877808	0.052556514739990234	0.9888595774782596	20.546654
ENST00000428236	1.726273873845342		4.36134		0.39581272170160486	EOLA1	ENSG00000197620.11						
ENST00000428241		2.197097130066124		5.52342	0.39777840304348266	OSBPL10	ENSG00000144645.16						
ENST00000428265	0.9697922805146588		1.6901		0.5738076484010403	CYP20A1	ENSG00000119004.17						
ENST00000428404	-1.8273510877155303	-14.724005248664852	11.131619	27.961487	0.14467725017322713	TRIM39	ENSG00000204599.16		12.896654160949321	-16.829868	-1.2597826997439063	0.8441799177490186	10.405083
ENST00000428519		-0.9155970320101631		3.254425	-0.28133910030305975	RBMS1	ENSG00000153250.21						
ENST00000428610	-5.283452474126841	-7.611036657595823	8.109795	12.8139	0.2494569814899193	PHYHD1	ENSG00000175287.19		2.327584183468981	-4.7041054	-0.26992597232262305	0.9339297535073608	14.510699
ENST00000428648	-11.104332785204207	-10.003733968125172	26.286652	23.681267	-0.4224323946714372	VOPP1	ENSG00000154978.13		-1.1005988170790353	2.6053848	-0.2244407729397908	0.9782928642240096	263.8379
ENST00000428883		-0.7834381848758919		5.294655	-0.14796775216044075	GIGYF2	ENSG00000204120.16						
ENST00000428969	1.2285040247837054	1.4560960200029935	3.58956	4.25456	0.34224362146593423	PCCA	ENSG00000175198.17		-0.2275919952192882	-0.66499996	-0.3928411622842153	0.8441799177490186	7.3963027
ENST00000428970	-23.56618428216541	-8.762752736430325	23.9728	8.913947	-0.9830384839970445	TBL1XR1	ENSG00000177565.19		-14.803431545735084	15.058852			
ENST00000428993	-15.985835424429713	-5.763529678771529	29.4564	10.620204	-0.5426948123038249	CAMKMT	ENSG00000143919.16		-10.222305745658183	18.836197	-0.14846136569976798	0.967021379572145	24.985937
ENST00000429093	1.146580735322425	1.8730059544357038	2.32244	3.79384	0.4936966209064769	SON	ENSG00000159140.23		-0.7264252191132787	-1.4714			
ENST00000429160	-4.204440168679808	-4.591158333833496	11.876497	12.96888	-0.35401347629366003	UBXN7	ENSG00000163960.12		0.3867181651536882	-1.0923824	0.3811663786570234	0.8441799177490186	214.35936
ENST00000429187	-1.5501555830810754		7.08153		-0.21890122084807118	GIGYF2	ENSG00000204120.16						
ENST00000429369	-4.187428089855118	-2.3720999395233475	4.70658	2.66619	-0.8896965409450749	AZI2	ENSG00000163512.14		-1.8153281503317702	2.0403903			
ENST00000429375		5.4523350206791665		16.8554	0.323477045518843	POU2F1	ENSG00000143190.23				-0.889101378122966	0.8441799177490186	406.566
ENST00000429529	31.632323147776106	51.9443783604971	40.798466	66.99637	0.7753312544346352	HECW1	ENSG00000002746.15		-20.312055212720992	-26.197903	-0.5429834190135201	0.8967900423018486	21.13398
ENST00000429670	64.43082777066931	7.878393253108368	48.318497	5.90823	1.3334608643574313	GYPB	ENSG00000250361.10		56.55243451756094	42.410267	1.6899073352416358	0.8441799177490186	12.096002
ENST00000429790	-9.367360995218677		4.64564		-2.0163769048246953	RAD18	ENSG00000070950.10						
ENST00000429851	-1.4707300914322057		4.92955		-0.2983497561531374	CEP350	ENSG00000135837.18				-1.8657423933347066	0.8441799177490186	177.20929
ENST00000429968	-1.2458158793307075		2.36642		-0.5264559390236652	RBM39	ENSG00000131051.24						
ENST00000430038	-1.120246474037668	-6.04799251586202	1.52671	8.24241	-0.7337650565710752	CPSF4	ENSG00000160917.15		4.927746041824351	-6.7156997	-1.1284239331881205	0.8441799177490186	5.068254
ENST00000430081	-2.836528102112541	-5.45689628948094	1.68373	3.23915	-1.6846692115941042	OPTN	ENSG00000123240.17		2.620368187368399	-1.55542			
ENST00000430158		0.25688171565874607		1.38512	0.18545808977761627	USP40	ENSG00000085982.16						
ENST00000430711	-4.073758012493613	-2.404051058184327	2.8970597	1.709645	-1.406169708884408	COL28A1	ENSG00000215018.10		-1.669706954309286	1.1874146	0.3727962215741474	0.8925185782609133	14.825057
ENST00000430720		-0.47348802507589666		2.47112	-0.19160866419125408	GIGYF2	ENSG00000204120.16						
ENST00000430804	8.666253217667613	2.9764021990001788	17.2901	5.93824	0.501226318455054	LRRK2	ENSG00000188906.17		5.689851018667435	11.35186			
ENST00000430877	-1.0009712339521526	-0.969461660819624	5.577695	5.402115	-0.1794596532059861	PDCD6IP	ENSG00000170248.15		-0.03150957313252856	0.17558002			
ENST00000430979	-3.7840475192795187	-7.00033931781775	7.9444566	14.696933	-0.4763129463242753	QRICH1	ENSG00000198218.12		3.2162917985382315	-6.752476	-1.182092217604319	0.8441799177490186	8.508968
ENST00000431028	-0.3862143365178663	-0.468460316090674	4.708955	5.7117467	-0.0820169978288579	GTF3C2	ENSG00000115207.15		0.08224597957280771	-1.0027919			
ENST00000431051		-1.4697400188179746		8.96042	-0.164025801852157	PSMD1	ENSG00000173692.14						
ENST00000431392		-0.37523442827099157		1.09891	-0.3414605719444114	TTC32	ENSG00000183891.6						
ENST00000431396		0.5076029164982497		1.45369	0.34918235547429577	MATCAP2	ENSG00000164542.13						
ENST00000431544	7.723584937734291	13.716300917700629	6.04596	10.73701	1.2774786383706114	RNF215	ENSG00000099999.15		-5.992715979966338	-4.69105	-0.255744965871175	0.9237374547491057	16.970919
ENST00000431610		1.5249768206202101		2.84602	0.5358278682416225	FTO	ENSG00000140718.22						
ENST00000431614	-4.053617746302219	-1.1291441148283046	4.75401	1.32424	-0.8526733379485526	PPP1R21	ENSG00000162869.16		-2.924473631473915	3.4297702	1.1037443121274313	0.8441799177490186	25.905867
ENST00000431629	-6.758470971124743	-3.3404370773175867	7.1349797	3.52653	-0.9472305783229945	MDFIC	ENSG00000135272.13		-3.4180338938071566	3.6084497			
ENST00000431630	-1.9788065567513768		2.93784		-0.6735583173100932	BBX	ENSG00000114439.19						
ENST00000431651		0.9140345891569246		3.67007	0.24905100062366028	COA1	ENSG00000106603.20				-0.04190088113149004	0.9796820781122676	10.372542
