sample	Transcript_ID_clean	Consensus_collapsed	Amyloid_Index_max	AmyloGram_Prob_max	AMYPred_Prob_max	n_protein_variants	gene_id	gene_name	biotype	strict_consensus_amyloid	TPM	strict_TPM_contribution	strict_weighted_positive_contribution
SRR32060216	ENST00000524583	Amyloid	-0.5230399834786186	0.743745498553734	0.5558686573008133	1	ENSG00000109536.13	FRG1	protein_coding	True	149.923	149.923	0.0
SRR32060216	ENST00000524719	Amyloid	-1.1777074528910307	0.545201949330451	0.7422453993051038	2	ENSG00000104522.16	GFUS	protein_coding	True	10.1808	10.1808	0.0
SRR32060216	ENST00000524775	Amyloid	-0.6874565427886292	0.842633408887737	0.84665064234399	2	ENSG00000176102.13	CSTF3	protein_coding	True	75.148	75.148	0.0
SRR32060216	ENST00000525062	Amyloid	0.5305299149879673	0.684736400874991	0.6710557062633937	1	ENSG00000092068.21	SLC7A8	protein_coding	True	4.91921	4.91921	2.6097880403603226
SRR32060216	ENST00000525158	Amyloid	-0.3548969000224219	0.722482818740443	0.8741245370157057	2	ENSG00000134809.9	TIMM10	protein_coding	True	12.9952	12.9952	0.0
SRR32060216	ENST00000525428	Amyloid	-1.625965112227205	0.717178640453214	0.5532234884452218	2	ENSG00000074201.9	CLNS1A	protein_coding	True	14.6147	14.6147	0.0
SRR32060216	ENST00000525469	Amyloid	-0.6789724807045935	0.617771395292339	0.518760974929243	2	ENSG00000026508.21	CD44	protein_coding	True	215.964	215.964	0.0
SRR32060216	ENST00000525597	Amyloid	-0.4478850759524636	0.636612179779747	0.9342292873720826	2	ENSG00000166387.14	PPFIBP2	protein_coding	True	3.83747	3.83747	0.0
SRR32060216	ENST00000525685	Amyloid	-1.04983778795195	0.735726910638359	0.754249089657297	2	ENSG00000026508.21	CD44	protein_coding	True	2.5188	2.5188	0.0
SRR32060216	ENST00000525688	Amyloid	-0.2700068991284069	0.735726910638359	0.7388239392466649	2	ENSG00000026508.21	CD44	protein_coding	True	12.7309	12.7309	0.0
SRR32060216	ENST00000525694	Amyloid	-0.3758864291951257	0.91402468338417	0.5167620562688031	2	ENSG00000196150.14	ZNF250	protein_coding	True	1.6218	1.6218	0.0
SRR32060216	ENST00000525841	Amyloid	0.14800503697028417	0.849766232236975	0.6867885741109685	2	ENSG00000149187.19	CELF1	protein_coding	True	6.82265	6.82265	1.0097865589360142
SRR32060216	ENST00000526087	Amyloid	-0.6475621279324177	0.849766232236975	0.8024755801126463	2	ENSG00000198945.8	L3MBTL3	protein_coding	True	13.026	13.026	0.0
SRR32060216	ENST00000526318	Amyloid	0.2054312207512302	0.541602435679316	0.6162379732575909	2	ENSG00000166333.14	ILK	protein_coding	True	3.78329	3.78329	0.7772058645362095
SRR32060216	ENST00000526560	Amyloid	-0.9272890272498729	0.644855820444487	0.7037207926614032	2	ENSG00000111011.18	RSRC2	protein_coding	True	45.423	45.423	0.0
SRR32060216	ENST00000527022	Amyloid	0.8962392327212303	0.889817000611829	0.5174466643018705	2	ENSG00000156587.16	UBE2L6	protein_coding	True	1.38913	1.38913	1.2449928020337278
SRR32060216	ENST00000527134	Amyloid	0.18584355624863397	0.777877583628287	0.8169492637346679	2	ENSG00000087884.16	AAMDC	protein_coding	True	3.33491	3.33491	0.6197715185441625
SRR32060216	ENST00000527645	Amyloid	-0.6255067189801006	0.665628490992486	0.6806484608490104	1	ENSG00000197863.9	ZNF790	protein_coding	True	5.04514	5.04514	0.0
SRR32060216	ENST00000527693	Amyloid	-0.23037114820987248	0.713708581581667	0.8726165705782505	2	ENSG00000203705.11	TATDN3	protein_coding	True	15.6377	15.6377	0.0
SRR32060216	ENST00000528033	Amyloid	-0.9837534839171301	0.62453265377937	0.540959012957639	2	ENSG00000178287.18	SPAG11A	protein_coding	True	3.05164	3.05164	0.0
SRR32060216	ENST00000528184	Amyloid	-0.246836707926132	0.542564426037729	0.903953516990518	2	ENSG00000254469.11	XNDC1N	protein_coding	True	9.83089	9.83089	0.0
SRR32060216	ENST00000528206	Amyloid	-1.1055480311963375	0.759578036549033	0.8065103876254947	2	ENSG00000162174.12	ASRGL1	protein_coding	True	1.63091	1.63091	0.0
SRR32060216	ENST00000528313	Amyloid	-0.6096080495030949	0.850755764881348	0.5691761099402245	2	ENSG00000156738.18	MS4A1	protein_coding	True	1.48315	1.48315	0.0
SRR32060216	ENST00000528386	Amyloid	-0.38604811606791667	0.802073179826161	0.6796611615754862	1	ENSG00000255192.7	NANOGP8	protein_coding	True	4.93174	4.93174	0.0
SRR32060216	ENST00000528492	Amyloid	-0.8662056039933509	0.57690062102518	0.7109634219101235	2	ENSG00000110717.13	NDUFS8	protein_coding	True	95.1915	95.1915	0.0
SRR32060216	ENST00000529027	Amyloid	-1.945082262447746	0.699039089136758	0.9695004086844908	1	ENSG00000116497.18	S100PBP	protein_coding	True	2.77117	2.77117	0.0
SRR32060216	ENST00000529117	Amyloid	-0.08082763810820486	0.917586033222489	0.5356831943316452	2	ENSG00000086205.18	FOLH1	protein_coding	True	9.34559	9.34559	0.0
SRR32060216	ENST00000529145	Amyloid	0.3565823199645042	0.866119263999545	0.869701169280437	1	ENSG00000152061.24	RABGAP1L	protein_coding	True	2.43736	2.43736	0.8691195006094945
SRR32060216	ENST00000529185	Amyloid	-1.291390927906177	0.572265669553565	0.672882351284188	2	ENSG00000166004.15	CEP295	protein_coding	True	5.3088	5.3088	0.0
SRR32060216	ENST00000529350	Amyloid	-0.20616939482843408	0.80299312155165	0.5740086458816185	2	ENSG00000188997.8	KCTD21	protein_coding	True	1.7754	1.7754	0.0
SRR32060216	ENST00000529489	Amyloid	0.7082711616799628	0.746760143239065	0.7695156521968908	1	ENSG00000116977.19	LGALS8	protein_coding	True	10.4127	10.4127	7.375014912319952
SRR32060216	ENST00000529575	Amyloid	-0.2676088174889638	0.728082840257696	0.5689757293809709	2	ENSG00000166387.14	PPFIBP2	protein_coding	True	5.25148	5.25148	0.0
SRR32060216	ENST00000529704	Amyloid	-0.23541724827749128	0.675043031719252	0.9181854269476336	2	ENSG00000175482.9	POLD4	protein_coding	True	85.1325	85.1325	0.0
SRR32060216	ENST00000529709	Amyloid	-1.040414315570482	0.839293365338422	0.7132506818774661	2	ENSG00000079819.20	EPB41L2	protein_coding	True	27.537	27.537	0.0
SRR32060216	ENST00000529726	Amyloid	-0.42706241951934826	0.811999399354333	0.5981974577602776	2	ENSG00000110172.12	CHORDC1	protein_coding	True	4.04206	4.04206	0.0
SRR32060216	ENST00000530076	Amyloid	-0.12091850952418651	0.878913095253334	0.6755885061429684	1	ENSG00000131238.18	PPT1	protein_coding	True	34.6735	34.6735	0.0
SRR32060216	ENST00000530108	Amyloid	-1.0575554941208969	0.619942991451024	0.7155136147596455	2	ENSG00000170903.12	MSANTD4	protein_coding	True	3.55411	3.55411	0.0
SRR32060216	ENST00000530124	Amyloid	-0.2157882335446955	0.862681743572924	0.6725397748310441	2	ENSG00000124942.14	AHNAK	protein_coding	True	1.26966	1.26966	0.0
SRR32060216	ENST00000530349	Amyloid	-0.5112831532977511	0.598335986483654	0.6448432934448121	2	ENSG00000176973.8	FAM89B	protein_coding	True	37.3718	37.3718	0.0
SRR32060216	ENST00000530584	Amyloid	-0.23541724827749128	0.675043031719252	0.9181854269476336	2	ENSG00000175482.9	POLD4	protein_coding	True	1.74758	1.74758	0.0
SRR32060216	ENST00000530673	Amyloid	-0.2880262740383812	0.807375264538998	0.5454067209176573	2	ENSG00000149823.10	VPS51	protein_coding	True	40.6296	40.6296	0.0
SRR32060216	ENST00000530678	Amyloid	-1.1910410523418506	0.754610221701009	0.9180000868069416	2	ENSG00000172273.13	HINFP	protein_coding	True	21.8304	21.8304	0.0
SRR32060216	ENST00000530709	Amyloid	0.4488173151213351	0.599673884116758	0.786938314093688	1	ENSG00000077254.14	USP33	protein_coding	True	3.01959	3.01959	1.3552442321210596
SRR32060216	ENST00000530818	Amyloid	-0.3431036965109299	0.779719084567714	0.5483171059045624	2	ENSG00000179295.19	PTPN11	protein_coding	True	87.4721	87.4721	0.0
SRR32060216	ENST00000531256	Amyloid	-1.339413950130385	0.862681743572924	0.6311036139274913	1	ENSG00000116497.18	S100PBP	protein_coding	True	7.13015	7.13015	0.0
SRR32060216	ENST00000532035	Amyloid	-0.5799570628288944	0.668317476627605	0.6183888128471485	2	ENSG00000011405.14	PIK3C2A	protein_coding	True	48.5236	48.5236	0.0
SRR32060216	ENST00000532129	Amyloid	-0.06851306304976806	0.766059895990384	0.5243775512535183	2	ENSG00000166199.13	ALKBH3	protein_coding	True	1.21173	1.21173	0.0
SRR32060216	ENST00000532389	Amyloid	0.3904189711939856	0.78225445560975	0.5581583419171624	2	ENSG00000129158.11	SERGEF	protein_coding	True	1.00531	1.00531	0.39249211880713725
SRR32060216	ENST00000532400	Amyloid	-0.9143840765936389	0.582423131710509	0.5290629160899039	2	ENSG00000104529.19	EEF1D	protein_coding	True	97.0082	97.0082	0.0
SRR32060216	ENST00000532481	Amyloid	-0.1460754101872162	0.777877583628287	0.7496155959762364	2	ENSG00000087884.16	AAMDC	protein_coding	True	7.27632	7.27632	0.0
SRR32060216	ENST00000532499	Amyloid	-1.0388882417606506	0.839293365338422	0.8330170224846635	2	ENSG00000079819.20	EPB41L2	protein_coding	True	25.4973	25.4973	0.0
SRR32060216	ENST00000533193	Amyloid	0.03774398936110841	0.777877583628287	0.6418951356750843	2	ENSG00000087884.16	AAMDC	protein_coding	True	16.439	16.439	0.6204734100071723
SRR32060216	ENST00000533252	Amyloid	0.6057972547370223	0.780836059694905	0.6228468381482877	2	ENSG00000196954.14	CASP4	protein_coding	True	16.0734	16.0734	9.737221895635734
SRR32060216	ENST00000533692	Amyloid	0.007176193707369017	0.862681743572924	0.8118933566608132	2	ENSG00000132109.10	TRIM21	protein_coding	True	37.038	37.038	0.26579184961253055
SRR32060216	ENST00000533753	Amyloid	-0.009955260985337177	0.737643887169732	0.6167811935921493	2	ENSG00000168060.16	NAALADL1	protein_coding	True	6.49052	6.49052	0.0
SRR32060216	ENST00000533972	Amyloid	-0.406933433711255	0.575437430889614	0.5982792534514016	2	ENSG00000158636.17	EMSY	protein_coding	True	1.19124	1.19124	0.0
SRR32060216	ENST00000533989	Amyloid	1.1562279100897426	0.757701227083516	0.5492653721153695	2	ENSG00000110077.16	MS4A6A	protein_coding	True	51.374	51.374	59.400053288085395
SRR32060216	ENST00000534355	Amyloid	-0.17206415104671458	0.753803859983088	0.89629299840295	2	ENSG00000211450.11	SELENOH	protein_coding	True	54.8839	54.8839	0.0
SRR32060216	ENST00000534368	Amyloid	-0.19629494594521493	0.55328311558416	0.6288212290070743	2	ENSG00000111907.21	TPD52L1	protein_coding	True	10.608	10.608	0.0
SRR32060216	ENST00000534450	Amyloid	-0.7511671656823844	0.713708581581667	0.5821821068985025	1	ENSG00000132780.17	NASP	protein_coding	True	5.70187	5.70187	0.0
SRR32060216	ENST00000534552	Amyloid	-0.8350675536411865	0.724521573998326	0.8295861479413518	2	ENSG00000166387.14	PPFIBP2	protein_coding	True	9.50701	9.50701	0.0
SRR32060216	ENST00000534683	Amyloid	-0.6511869778157903	0.631356151199925	0.5199025041127399	2	ENSG00000137710.17	RDX	protein_coding	True	1.20791	1.20791	0.0
SRR32060216	ENST00000534762	Amyloid	-1.7886341544820783	0.523138759982872	0.7789714366077145	2	ENSG00000029363.17	BCLAF1	protein_coding	True	105.446	105.446	0.0
SRR32060216	ENST00000535212	Amyloid	0.03975972412534436	0.819497866328896	0.5355841267334567	2	ENSG00000123106.11	CCDC91	protein_coding	True	275.598	275.598	10.957700129166847
SRR32060216	ENST00000535476	Amyloid	0.04972849113425315	0.786027565225164	0.5250409542997498	1	ENSG00000196118.12	CFAP119	protein_coding	True	13.2326	13.2326	0.6580372423303904
SRR32060216	ENST00000535480	Amyloid	0.05359850654466277	0.802073179826161	0.5204309305586337	2	ENSG00000006118.15	TMEM132A	protein_coding	True	34.9066	34.9066	1.8709416795856597
SRR32060216	ENST00000535556	Amyloid	-0.2950704741805777	0.771030758649955	0.8843479633711612	2	ENSG00000119242.9	CCDC92	protein_coding	True	1.79036	1.79036	0.0
SRR32060216	ENST00000535598	Amyloid	-0.8412740624159142	0.794158842377651	0.605302419600242	2	ENSG00000133704.10	IPO8	protein_coding	True	29.0496	29.0496	0.0
SRR32060216	ENST00000535738	Amyloid	-0.9703645990506123	0.680695257724346	0.5671189973939318	2	ENSG00000171681.13	ATF7IP	protein_coding	True	5.25563	5.25563	0.0
SRR32060216	ENST00000535838	Amyloid	0.6448942727153999	0.810156395859043	0.7508886757361178	2	ENSG00000137497.19	NUMA1	protein_coding	True	15.8394	15.8394	10.214738531198144
SRR32060216	ENST00000536154	Amyloid	-0.4535935566971113	0.706865076287494	0.6065518228201564	2	ENSG00000123106.11	CCDC91	protein_coding	True	180.634	180.634	0.0
SRR32060216	ENST00000536870	Amyloid	-0.1450117543102513	0.749934370139664	0.5460168699282764	2	ENSG00000149716.13	LTO1	protein_coding	True	3.46935	3.46935	0.0
SRR32060216	ENST00000536964	Amyloid	-0.32806194609496686	0.636612179779747	0.7331845651854731	2	ENSG00000004700.16	RECQL	protein_coding	True	9.09478	9.09478	0.0
SRR32060216	ENST00000536979	Amyloid	-0.37344632389579224	0.91402468338417	0.6264856685935852	2	ENSG00000135090.14	TAOK3	protein_coding	True	9.2979	9.2979	0.0
SRR32060216	ENST00000537093	Amyloid	0.21851103588458284	0.820582856339987	0.5228008151475828	2	ENSG00000166037.11	CEP57	protein_coding	True	28.9638	28.9638	6.32891003517871
SRR32060216	ENST00000537124	Amyloid	-0.33051486324287993	0.526726294832331	0.7472004660220125	2	ENSG00000112531.17	QKI	protein_coding	True	5.70757	5.70757	0.0
SRR32060216	ENST00000537272	Amyloid	-0.025994712668816033	0.699989305953233	0.7114459559146542	2	ENSG00000149716.13	LTO1	protein_coding	True	1.84475	1.84475	0.0
SRR32060216	ENST00000537495	Amyloid	-0.08036364055437009	0.707149117009896	0.946346901894426	2	ENSG00000272822.2	ENSG00000272822	protein_coding	True	29.6242	29.6242	0.0
SRR32060216	ENST00000537718	Amyloid	0.36854250755001183	0.731624931085007	0.6757865685590488	1	ENSG00000158717.11	RNF166	protein_coding	True	8.19319	8.19319	3.019538647745634
SRR32060216	ENST00000537743	Amyloid	0.1012592253867191	0.687395238518864	0.9251976257580176	1	ENSG00000134905.17	CARS2	protein_coding	True	6.53482	6.53482	0.6617108193224769
SRR32060216	ENST00000537792	Amyloid	0.038904859312688854	0.796016396255472	0.8762931212955939	1	ENSG00000118557.16	PMFBP1	protein_coding	True	41.8121	41.8121	1.6266938469344565
SRR32060216	ENST00000537829	Amyloid	0.770063257871732	0.913658055401073	0.5337624222376879	1	ENSG00000143224.18	PPOX	protein_coding	True	3.61457	3.61457	2.7834474748626876
SRR32060216	ENST00000537914	Amyloid	-0.4569583453201636	0.74431061073095	0.829376583760226	1	ENSG00000196187.12	TMEM63A	protein_coding	True	23.6615	23.6615	0.0
SRR32060216	ENST00000538098	Amyloid	-0.43816195463691326	0.51495459699366	0.8889440133064763	2	ENSG00000133316.16	WDR74	protein_coding	True	58.4407	58.4407	0.0
SRR32060216	ENST00000538254	Amyloid	-0.7267245221073217	0.620059037024124	0.5469077837434557	2	ENSG00000022840.17	RNF10	protein_coding	True	230.581	230.581	0.0
SRR32060216	ENST00000538391	Amyloid	0.1229209986607159	0.711810260206647	0.5849815464565058	2	ENSG00000139160.13	ETFBKMT	protein_coding	True	2.82386	2.82386	0.3471116826783059
SRR32060216	ENST00000538511	Amyloid	-0.27905913011676403	0.883628667541609	0.732346590715531	2	ENSG00000171681.13	ATF7IP	protein_coding	True	3.33281	3.33281	0.0
SRR32060216	ENST00000538704	Amyloid	0.5544777444295405	0.875486276757538	0.8318657370368084	2	ENSG00000078246.17	TULP3	protein_coding	True	19.3501	19.3501	10.729199560511205
SRR32060216	ENST00000539409	Amyloid	-0.0505667906169043	0.847530320640015	0.6447504285775557	2	ENSG00000139146.14	SINHCAF	protein_coding	True	8.10157	8.10157	0.0
SRR32060216	ENST00000539492	Amyloid	0.22859735329671893	0.670313498603138	0.5344299815692706	2	ENSG00000010610.10	CD4	protein_coding	True	1.93591	1.93591	0.442543899133666
SRR32060216	ENST00000539633	Amyloid	0.5424245755513847	0.711810260206647	0.8480024789036952	2	ENSG00000139160.13	ETFBKMT	protein_coding	True	8.5043	8.5043	4.612941381592556
SRR32060216	ENST00000539973	Amyloid	-0.5110988016166734	0.59509496598736	0.7094129478268745	1	ENSG00000157423.18	HYDIN	protein_coding	True	23.3184	23.3184	0.0
SRR32060216	ENST00000540349	Amyloid	-0.6126869994058903	0.74431061073095	0.8778033700845452	2	ENSG00000168876.9	ANKRD49	protein_coding	True	199.423	199.423	0.0
SRR32060216	ENST00000540534	Amyloid	0.11833179223678499	0.839293365338422	0.5080667112194569	1	ENSG00000197457.10	STMN3	protein_coding	True	2.96175	2.96175	0.3504691892684976
SRR32060216	ENST00000540804	Amyloid	0.1680187019006771	0.78225445560975	0.6505538297882115	2	ENSG00000174099.12	MSRB3	protein_coding	True	3.72186	3.72186	0.6253420744216759
SRR32060216	ENST00000541064	Amyloid	0.3735434452926767	0.74431061073095	0.67125773667303	1	ENSG00000119655.11	NPC2	protein_coding	True	219.303	219.303	81.91919585749305
SRR32060216	ENST00000541154	Amyloid	0.646411151760655	0.889817000611829	0.8584708781385326	1	ENSG00000243716.13	NPIPB5	protein_coding	True	9.85263	9.85263	6.36884968740023
SRR32060216	ENST00000541206	Amyloid	0.36854250755001183	0.731624931085007	0.6757865685590488	1	ENSG00000158717.11	RNF166	protein_coding	True	3.7374	3.7374	1.3773907879620588
SRR32060216	ENST00000541363	Amyloid	-3.4443982609616115	0.511723578041126	0.5175774803361546	2	ENSG00000149948.14	HMGA2	protein_coding	True	4.50511	4.50511	0.0
SRR32060216	ENST00000541455	Amyloid	-0.5240568332639055	0.511723578041126	0.5632084517680112	2	ENSG00000181924.8	COA4	protein_coding	True	38.5992	38.5992	0.0
SRR32060216	ENST00000542341	Amyloid	-0.5355311590152436	0.749934370139664	0.914985966725684	2	ENSG00000149716.13	LTO1	protein_coding	True	2.21309	2.21309	0.0
SRR32060216	ENST00000542532	Amyloid	-0.9285516413280297	0.631356151199925	0.6878270615398498	2	ENSG00000135090.14	TAOK3	protein_coding	True	14.1217	14.1217	0.0
SRR32060216	ENST00000542785	Amyloid	0.3405717007687393	0.839219863150334	0.7824348881742981	2	ENSG00000002016.18	RAD52	protein_coding	True	8.81119	8.81119	3.000841845403612
SRR32060216	ENST00000542791	Amyloid	-0.5830303132954798	0.534158926418476	0.5317717250708957	2	ENSG00000061794.13	MRPS35	protein_coding	True	3.36889	3.36889	0.0
SRR32060216	ENST00000542814	Amyloid	-0.09231232747798826	0.810321928441327	0.805931693246758	2	ENSG00000123106.11	CCDC91	protein_coding	True	1.18912	1.18912	0.0
SRR32060216	ENST00000542843	Amyloid	-0.319767114941471	0.811340070489828	0.76212682628747	1	ENSG00000187268.12	FAM9C	protein_coding	True	2.30452	2.30452	0.0
SRR32060216	ENST00000542923	Amyloid	-0.8360276494734038	0.713708581581667	0.9201879322452824	2	ENSG00000120860.11	WASHC3	protein_coding	True	3.06027	3.06027	0.0
SRR32060216	ENST00000543407	Amyloid	0.8372201962334078	0.889817000611829	0.556157735955495	1	ENSG00000243716.13	NPIPB5	protein_coding	True	8.99216	8.99216	7.528417828691046
SRR32060216	ENST00000543766	Amyloid	0.2062208646856833	0.633198698945623	0.8678392656337578	1	ENSG00000048707.15	VPS13D	protein_coding	True	7.05991	7.05991	1.4559007077981376
SRR32060216	ENST00000544594	Amyloid	-0.44843019611461676	0.699039089136758	0.8991846238814529	2	ENSG00000149357.10	LAMTOR1	protein_coding	True	59.8146	59.8146	0.0
SRR32060216	ENST00000544641	Amyloid	0.4583154147701068	0.683104642781395	0.6460698090294476	1	ENSG00000140853.17	NLRC5	protein_coding	True	16.1359	16.1359	7.3953319291717925
SRR32060216	ENST00000544883	Amyloid	-0.331019521910377	0.511723578041126	0.7948342347245136	1	ENSG00000184162.15	NR2C2AP	protein_coding	True	29.5338	29.5338	0.0
SRR32060216	ENST00000544943	Amyloid	-0.4305379772208747	0.875486276757538	0.5974988355498215	2	ENSG00000078246.17	TULP3	protein_coding	True	2.9867	2.9867	0.0
SRR32060216	ENST00000545199	Amyloid	-0.8115984848132969	0.707149117009896	0.6984196002218607	2	ENSG00000111341.10	MGP	protein_coding	True	14.227	14.227	0.0
SRR32060216	ENST00000545720	Amyloid	0.12428199487881138	0.743919496190084	0.5377262952732561	2	ENSG00000127314.18	RAP1B	protein_coding	True	104.573	104.573	12.99654080772367
SRR32060216	ENST00000546050	Amyloid	-0.8612709645294633	0.753217281052281	0.8274294872844127	1	ENSG00000142046.15	TMEM91	protein_coding	True	2.32328	2.32328	0.0
SRR32060216	ENST00000546151	Amyloid	0.3933335462758927	0.817111785686606	0.5643403038666611	2	ENSG00000162144.10	CYB561A3	protein_coding	True	7.6801	7.6801	3.0208409546492683
SRR32060216	ENST00000547081	Amyloid	-0.1899121712081034	0.609687171941857	0.8547871620936054	2	ENSG00000151135.10	TMEM263	protein_coding	True	3.01594	3.01594	0.0
SRR32060216	ENST00000547125	Amyloid	-0.7340678038900628	0.566808764372534	0.9025146672962038	2	ENSG00000181929.13	PRKAG1	protein_coding	True	21.3752	21.3752	0.0
SRR32060216	ENST00000547249	Amyloid	0.7063476851763563	0.889817000611829	0.9324011348877655	2	ENSG00000111145.8	ELK3	protein_coding	True	142.732	142.732	100.81841400673204
SRR32060216	ENST00000547544	Amyloid	-1.6373492493051995	0.636612179779747	0.7812304567522652	2	ENSG00000091039.17	OSBPL8	protein_coding	True	23.3101	23.3101	0.0
SRR32060216	ENST00000547736	Amyloid	0.49860060748810253	0.807375264538998	0.6541307468103575	2	ENSG00000110871.15	COQ5	protein_coding	True	5.09895	5.09895	2.5423395222836134
SRR32060216	ENST00000547743	Amyloid	0.6027733758885706	0.800449262474886	0.6728124445528313	2	ENSG00000120868.15	APAF1	protein_coding	True	457.267	457.267	275.6283722423087
SRR32060216	ENST00000547828	Amyloid	-0.34246036908330985	0.841571283618342	0.5142006797425791	1	ENSG00000166704.13	ZNF606	protein_coding	True	1.7983	1.7983	0.0
SRR32060216	ENST00000547859	Amyloid	0.2976151972732577	0.811032844053182	0.6486022580209807	2	ENSG00000197111.16	PCBP2	protein_coding	True	253.952	253.952	75.57997334271901
SRR32060216	ENST00000548441	Amyloid	0.22712738618724418	0.853290971216631	0.9141176398028248	2	ENSG00000087502.19	ERGIC2	protein_coding	True	2.73549	2.73549	0.621304712650648
SRR32060216	ENST00000548556	Amyloid	0.021541534044122436	0.630210617193837	0.7897803220232923	2	ENSG00000135441.8	BLOC1S1	protein_coding	True	34.4668	34.4668	0.7424677604490963
SRR32060216	ENST00000548580	Amyloid	-0.8663696819215042	0.697382899444971	0.5728496243529525	2	ENSG00000092841.19	MYL6	protein_coding	True	131.603	131.603	0.0
SRR32060216	ENST00000548752	Amyloid	-0.09225066171823408	0.830158615371557	0.5404139448726751	1	ENSG00000258289.10	CHURC1	protein_coding	True	57.2919	57.2919	0.0
SRR32060216	ENST00000549017	Amyloid	-0.6933394911228788	0.697382899444971	0.6950948126654083	2	ENSG00000092841.19	MYL6	protein_coding	True	6.72762	6.72762	0.0
SRR32060216	ENST00000549056	Amyloid	-0.17767233092695972	0.711403832067427	0.6823774193681185	2	ENSG00000136044.12	APPL2	protein_coding	True	11.508	11.508	0.0
SRR32060216	ENST00000549358	Amyloid	-0.13951862509407514	0.668650468892525	0.6025415712584482	2	ENSG00000135148.12	TRAFD1	protein_coding	True	5.74206	5.74206	0.0
SRR32060216	ENST00000549447	Amyloid	0.9562516561182856	0.751590711327639	0.6115162868807649	2	ENSG00000183160.9	TMEM119	protein_coding	True	48.7202	48.7202	46.5887715395323
SRR32060216	ENST00000549790	Amyloid	-1.2015356832889115	0.699708836400517	0.7881438216679528	2	ENSG00000102189.17	EEA1	protein_coding	True	3.53159	3.53159	0.0
SRR32060216	ENST00000549939	Amyloid	-0.5954296134131228	0.838392775261399	0.8831031177475765	2	ENSG00000170473.17	PYM1	protein_coding	True	2.80779	2.80779	0.0
SRR32060216	ENST00000550190	Amyloid	0.49656109733056775	0.866119263999545	0.8159523075830616	2	ENSG00000167535.8	CACNB3	protein_coding	True	2.83275	2.83275	1.4066334891891163
SRR32060216	ENST00000550406	Amyloid	0.08631207923705883	0.682988509864282	0.8447081263698385	1	ENSG00000108774.15	RAB5C	protein_coding	True	16.94	16.94	1.4621266683714
SRR32060216	ENST00000550475	Amyloid	0.01031634722528878	0.713708581581667	0.7145288101465788	2	ENSG00000146143.19	PRIM2	protein_coding	True	3.2632	3.2632	0.033664304726001126
SRR32060216	ENST00000550487	Amyloid	-0.3304223091602495	0.648730293255906	0.7532480480749462	2	ENSG00000178449.9	COX14	protein_coding	True	15.6547	15.6547	0.0
SRR32060216	ENST00000550522	Amyloid	-1.5178434708113335	0.59763973841456	0.8227313678796613	2	ENSG00000161813.23	LARP4	protein_coding	True	3.59005	3.59005	0.0
SRR32060216	ENST00000550758	Amyloid	-0.08182462142626942	0.722482818740443	0.7891869508087133	2	ENSG00000011465.18	DCN	protein_coding	True	13.4365	13.4365	0.0
SRR32060216	ENST00000550945	Amyloid	-1.3940530145898529	0.547859311686506	0.6497846978131173	2	ENSG00000118308.16	IRAG2	protein_coding	True	11.0775	11.0775	0.0
SRR32060216	ENST00000551096	Amyloid	-0.942935509317399	0.581660343966548	0.8781283105440988	2	ENSG00000186815.13	TPCN1	protein_coding	True	6.511	6.511	0.0
SRR32060216	ENST00000551430	Amyloid	-0.2337042998730056	0.675140106049781	0.5569997714103724	2	ENSG00000062485.19	CS	protein_coding	True	1.15465	1.15465	0.0
SRR32060216	ENST00000551489	Amyloid	-0.8855342483159484	0.625803450055326	0.9311220052942696	2	ENSG00000151135.10	TMEM263	protein_coding	True	1.65254	1.65254	0.0
SRR32060216	ENST00000551973	Amyloid	-0.13784943191435403	0.672595099068358	0.76124135855195	2	ENSG00000111647.13	BLTP3B	protein_coding	True	13.6382	13.6382	0.0
SRR32060216	ENST00000552033	Amyloid	0.7063000463910777	0.83488134871516	0.6457699274427694	2	ENSG00000169372.13	CRADD	protein_coding	True	1.50678	1.50678	1.064238803919952
SRR32060216	ENST00000552445	Amyloid	-1.5251833066928757	0.59763973841456	0.7672423795351306	2	ENSG00000161813.23	LARP4	protein_coding	True	6.18417	6.18417	0.0
SRR32060216	ENST00000552980	Amyloid	0.8837864736988921	0.703592034546605	0.7902891351115774	2	ENSG00000197111.16	PCBP2	protein_coding	True	1.9432	1.9432	1.7173738687803626
SRR32060216	ENST00000553081	Amyloid	-0.9550623850104678	0.869243222790281	0.7368705004512808	2	ENSG00000058272.19	PPP1R12A	protein_coding	True	152.183	152.183	0.0
SRR32060216	ENST00000553109	Amyloid	-0.48157123161992815	0.764326809864775	0.5995225834857731	2	ENSG00000136044.12	APPL2	protein_coding	True	15.4529	15.4529	0.0
SRR32060216	ENST00000553353	Amyloid	-0.349049943930973	0.737643887169732	0.930543305939174	1	ENSG00000053254.16	FOXN3	protein_coding	True	3.81658	3.81658	0.0
SRR32060216	ENST00000553371	Amyloid	0.8685999991053037	0.816087314542097	0.5489511094412755	1	ENSG00000100600.15	LGMN	protein_coding	True	42.4313	42.4313	36.85582811221388
SRR32060216	ENST00000553408	Amyloid	-0.6313588375515939	0.636612179779747	0.6169332320935569	1	ENSG00000100554.12	ATP6V1D	protein_coding	True	9.61905	9.61905	0.0
